case_id,activity,timestamp,money_value,money_field_source,material_qty,resource_id
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V011
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V016
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V006
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V018
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V002
RFQ-0002,Vendor_Invited,2024-01-23T10:00:00,,,,V013
RFQ-0002,Clarification_Round,2024-01-23T11:00:00,,,,V016
RFQ-0002,Clarification_Round,2024-01-23T11:00:00,,,,V006
RFQ-0002,Clarification_Round,2024-01-23T11:00:00,,,,V018
RFQ-0002,Clarification_Round,2024-01-23T11:00:00,,,,V002
RFQ-0002,Clarification_Round,2024-01-23T12:00:00,,,,V016
RFQ-0002,Bid_Submitted,2024-02-03T14:00:00,78839.68,BID-TOTAL_USD,,V016
RFQ-0002,Bid_Submitted,2024-02-03T14:00:00,87925.72,BID-TOTAL_USD,,V006
RFQ-0002,Bid_Submitted,2024-02-03T14:00:00,100408.92,BID-TOTAL_USD,,V018
RFQ-0002,Bid_Evaluated,2024-02-03T16:00:00,78839.68,EVAL-AWARDED_VALUE,,V016
RFQ-0002,Bid_Submitted,2024-02-04T14:00:00,98585.32,BID-TOTAL_USD,,V002
RFQ-0002,Bid_Submitted,2024-02-06T14:00:00,98859.8,BID-TOTAL_USD,,V013
RFQ-0002,Delivery_Received,2024-02-07T11:00:00,77694.5,DELIVERY-INVOICE_VALUE,,V016
RFQ-0002,Payment_Made,2024-03-05T15:00:00,78839.68,PAY-PO_VALUE_USD,,V016
RFQ-0003,PO_Issued,2024-01-05T09:00:00,18018.0,PO-VALUE_USD,,V012
RFQ-0003,Payment_Made,2024-01-06T15:00:00,18018.0,PAY-PO_VALUE_USD,,V012
RFQ-0003,Delivery_Received,2024-01-15T11:00:00,18362.88,DELIVERY-INVOICE_VALUE,,V012
RFQ-0003,WO_Created,2024-01-18T08:00:00,12606.46,WO-BUDGET_CEILING,,Ravi Shankar
RFQ-0003,RFQ_Issued,2024-01-19T09:00:00,18416.86,RFQ-ESTIMATED_VALUE,,
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V003
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V015
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V012
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V014
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V008
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V020
RFQ-0003,Vendor_Invited,2024-01-19T10:00:00,,,,V005
RFQ-0003,Clarification_Round,2024-01-19T11:00:00,,,,V003
RFQ-0003,Bid_Submitted,2024-01-30T14:00:00,17625.3,BID-TOTAL_USD,,V015
RFQ-0003,Bid_Submitted,2024-01-30T14:00:00,17545.22,BID-TOTAL_USD,,V014
RFQ-0003,Bid_Submitted,2024-01-31T14:00:00,18018.0,BID-TOTAL_USD,,V012
RFQ-0003,Bid_Evaluated,2024-01-31T16:00:00,18018.0,EVAL-AWARDED_VALUE,,V012
RFQ-0003,Bid_Submitted,2024-02-01T14:00:00,17891.72,BID-TOTAL_USD,,V003
RFQ-0003,Bid_Submitted,2024-02-01T14:00:00,17722.32,BID-TOTAL_USD,,V020
RFQ-0003,Bid_Submitted,2024-02-02T14:00:00,15580.18,BID-TOTAL_USD,,V008
RFQ-0003,Bid_Submitted,2024-02-02T14:00:00,16277.8,BID-TOTAL_USD,,V005
RFQ-0004,PO_Issued,2024-01-10T09:00:00,92821.16,PO-VALUE_USD,,V006
RFQ-0004,WO_Created,2024-01-27T08:00:00,111540.59,WO-BUDGET_CEILING,,Arjun Desai
RFQ-0004,RFQ_Issued,2024-01-29T09:00:00,105038.29,RFQ-ESTIMATED_VALUE,,
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V016
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V013
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V011
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V006
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V018
RFQ-0004,Vendor_Invited,2024-01-29T10:00:00,,,,V002
RFQ-0004,Clarification_Round,2024-01-29T11:00:00,,,,V006
RFQ-0004,Clarification_Round,2024-01-29T12:00:00,,,,V006
RFQ-0004,Payment_Made,2024-02-05T15:00:00,92821.16,PAY-PO_VALUE_USD,,V006
RFQ-0004,Delivery_Received,2024-02-08T11:00:00,93611.72,DELIVERY-INVOICE_VALUE,,V006
RFQ-0004,Bid_Submitted,2024-02-09T14:00:00,114520.18,BID-TOTAL_USD,,V018
RFQ-0004,Bid_Submitted,2024-02-11T14:00:00,109677.46,BID-TOTAL_USD,,V013
RFQ-0004,Bid_Submitted,2024-02-12T14:00:00,92821.16,BID-TOTAL_USD,,V006
RFQ-0004,Bid_Submitted,2024-02-12T14:00:00,108909.28,BID-TOTAL_USD,,V002
RFQ-0004,Bid_Evaluated,2024-02-12T16:00:00,92821.16,EVAL-AWARDED_VALUE,,V006
RFQ-0005,WO_Created,2024-01-10T08:00:00,2484.61,WO-BUDGET_CEILING,,Priya Nair
RFQ-0005,PO_Issued,2024-01-10T09:00:00,2116.33,PO-VALUE_USD,,V016
RFQ-0005,RFQ_Issued,2024-01-12T09:00:00,2261.92,RFQ-ESTIMATED_VALUE,,
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V002
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V016
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V011
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V006
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V013
RFQ-0005,Vendor_Invited,2024-01-12T10:00:00,,,,V018
RFQ-0005,Clarification_Round,2024-01-12T11:00:00,,,,V002
RFQ-0005,Clarification_Round,2024-01-12T11:00:00,,,,V016
RFQ-0005,Clarification_Round,2024-01-12T11:00:00,,,,V011
RFQ-0005,Clarification_Round,2024-01-12T11:00:00,,,,V006
RFQ-0005,Clarification_Round,2024-01-12T11:00:00,,,,V018
RFQ-0005,Clarification_Round,2024-01-12T12:00:00,,,,V002
RFQ-0005,Bid_Submitted,2024-01-23T14:00:00,2099.45,BID-TOTAL_USD,,V011
RFQ-0005,Bid_Submitted,2024-01-24T14:00:00,2116.33,BID-TOTAL_USD,,V016
RFQ-0005,Bid_Submitted,2024-01-24T14:00:00,2578.42,BID-TOTAL_USD,,V006
RFQ-0005,Bid_Submitted,2024-01-24T14:00:00,2321.0,BID-TOTAL_USD,,V013
RFQ-0005,Bid_Submitted,2024-01-24T14:00:00,2430.72,BID-TOTAL_USD,,V018
RFQ-0005,Bid_Evaluated,2024-01-24T16:00:00,2116.33,EVAL-AWARDED_VALUE,,V016
RFQ-0005,Bid_Submitted,2024-01-25T14:00:00,2302.01,BID-TOTAL_USD,,V002
RFQ-0005,Delivery_Received,2024-02-10T11:00:00,2100.59,DELIVERY-INVOICE_VALUE,,V016
RFQ-0005,Payment_Made,2024-03-06T15:00:00,2116.33,PAY-PO_VALUE_USD,,V016
RFQ-0006,PO_Issued,2024-01-09T09:00:00,36295.6,PO-VALUE_USD,,V013
RFQ-0006,WO_Created,2024-01-17T08:00:00,44082.17,WO-BUDGET_CEILING,,Ravi Shankar
RFQ-0006,RFQ_Issued,2024-01-19T09:00:00,34506.43,RFQ-ESTIMATED_VALUE,,
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V018
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V002
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V013
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V011
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V016
RFQ-0006,Vendor_Invited,2024-01-19T10:00:00,,,,V006
RFQ-0006,Clarification_Round,2024-01-19T11:00:00,,,,V011
RFQ-0006,Clarification_Round,2024-01-19T12:00:00,,,,V011
RFQ-0006,Bid_Submitted,2024-01-31T14:00:00,37674.2,BID-TOTAL_USD,,V018
RFQ-0006,Bid_Submitted,2024-01-31T14:00:00,34896.66,BID-TOTAL_USD,,V002
RFQ-0006,Bid_Submitted,2024-02-01T14:00:00,36295.6,BID-TOTAL_USD,,V013
RFQ-0006,Bid_Submitted,2024-02-01T14:00:00,40033.64,BID-TOTAL_USD,,V011
RFQ-0006,Bid_Evaluated,2024-02-01T16:00:00,36295.6,EVAL-AWARDED_VALUE,,V013
RFQ-0006,Delivery_Received,2024-02-05T11:00:00,36051.14,DELIVERY-INVOICE_VALUE,,V013
RFQ-0006,Payment_Made,2024-02-12T15:00:00,36295.6,PAY-PO_VALUE_USD,,V013
RFQ-0007,PO_Issued,2024-01-09T09:00:00,24132.6,PO-VALUE_USD,,V013
RFQ-0007,WO_Created,2024-01-24T08:00:00,26030.37,WO-BUDGET_CEILING,,Leena Mathew
RFQ-0007,RFQ_Issued,2024-01-25T09:00:00,23470.37,RFQ-ESTIMATED_VALUE,,
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V002
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V016
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V018
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V006
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V011
RFQ-0007,Vendor_Invited,2024-01-25T10:00:00,,,,V013
RFQ-0007,Clarification_Round,2024-01-25T11:00:00,,,,V016
RFQ-0007,Clarification_Round,2024-01-25T11:00:00,,,,V018
RFQ-0007,Clarification_Round,2024-01-25T11:00:00,,,,V011
RFQ-0007,Delivery_Received,2024-01-25T11:00:00,23509.1,DELIVERY-INVOICE_VALUE,,V013
RFQ-0007,Clarification_Round,2024-01-25T12:00:00,,,,V018
RFQ-0007,Bid_Submitted,2024-02-05T14:00:00,22817.32,BID-TOTAL_USD,,V016
RFQ-0007,Bid_Submitted,2024-02-06T14:00:00,24101.44,BID-TOTAL_USD,,V002
RFQ-0007,Bid_Submitted,2024-02-06T14:00:00,26482.72,BID-TOTAL_USD,,V018
RFQ-0007,Payment_Made,2024-02-07T15:00:00,24132.6,PAY-PO_VALUE_USD,,V013
RFQ-0007,Bid_Submitted,2024-02-08T14:00:00,21229.8,BID-TOTAL_USD,,V011
RFQ-0007,Bid_Submitted,2024-02-08T14:00:00,24132.6,BID-TOTAL_USD,,V013
RFQ-0007,Bid_Evaluated,2024-02-08T16:00:00,24132.6,EVAL-AWARDED_VALUE,,V013
RFQ-0008,PO_Issued,2024-01-07T09:00:00,19374.48,PO-VALUE_USD,,V006
RFQ-0008,WO_Created,2024-01-29T08:00:00,26910.78,WO-BUDGET_CEILING,,Meena Krishnan
RFQ-0008,Delivery_Received,2024-01-29T11:00:00,19321.5,DELIVERY-INVOICE_VALUE,,V006
RFQ-0008,RFQ_Issued,2024-01-31T09:00:00,21634.2,RFQ-ESTIMATED_VALUE,,
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V018
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V006
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V013
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V002
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V016
RFQ-0008,Vendor_Invited,2024-01-31T10:00:00,,,,V011
RFQ-0008,Clarification_Round,2024-01-31T11:00:00,,,,V006
RFQ-0008,Clarification_Round,2024-01-31T11:00:00,,,,V002
RFQ-0008,Clarification_Round,2024-01-31T11:00:00,,,,V016
RFQ-0008,Clarification_Round,2024-01-31T11:00:00,,,,V011
RFQ-0008,Clarification_Round,2024-01-31T12:00:00,,,,V006
RFQ-0008,Clarification_Round,2024-01-31T12:00:00,,,,V002
RFQ-0008,Clarification_Round,2024-01-31T12:00:00,,,,V016
RFQ-0008,Bid_Submitted,2024-02-04T14:00:00,19080.0,BID-TOTAL_USD,,V016
RFQ-0008,Bid_Submitted,2024-02-04T14:00:00,21864.96,BID-TOTAL_USD,,V011
RFQ-0008,Bid_Submitted,2024-02-06T14:00:00,23677.2,BID-TOTAL_USD,,V018
RFQ-0008,Bid_Submitted,2024-02-06T14:00:00,22212.0,BID-TOTAL_USD,,V013
RFQ-0008,Bid_Submitted,2024-02-07T14:00:00,19374.48,BID-TOTAL_USD,,V006
RFQ-0008,Bid_Submitted,2024-02-07T14:00:00,22416.48,BID-TOTAL_USD,,V002
RFQ-0008,Bid_Evaluated,2024-02-07T16:00:00,19374.48,EVAL-AWARDED_VALUE,,V006
RFQ-0008,Payment_Made,2024-02-15T15:00:00,19374.48,PAY-PO_VALUE_USD,,V006
RFQ-0009,WO_Created,2024-01-03T08:00:00,5866.59,WO-BUDGET_CEILING,,Priya Nair
RFQ-0009,RFQ_Issued,2024-01-04T09:00:00,3444.87,RFQ-ESTIMATED_VALUE,,
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V011
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V018
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V002
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V013
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V006
RFQ-0009,Vendor_Invited,2024-01-04T10:00:00,,,,V016
RFQ-0009,Clarification_Round,2024-01-04T11:00:00,,,,V006
RFQ-0009,Clarification_Round,2024-01-04T11:00:00,,,,V016
RFQ-0009,Clarification_Round,2024-01-04T12:00:00,,,,V006
RFQ-0009,PO_Issued,2024-01-07T09:00:00,3703.26,PO-VALUE_USD,,V013
RFQ-0009,Bid_Submitted,2024-01-09T14:00:00,3611.52,BID-TOTAL_USD,,V016
RFQ-0009,Bid_Submitted,2024-01-10T14:00:00,3905.88,BID-TOTAL_USD,,V018
RFQ-0009,Bid_Submitted,2024-01-10T14:00:00,3692.7,BID-TOTAL_USD,,V006
RFQ-0009,Bid_Submitted,2024-01-11T14:00:00,3703.26,BID-TOTAL_USD,,V013
RFQ-0009,Bid_Evaluated,2024-01-11T16:00:00,3703.26,EVAL-AWARDED_VALUE,,V013
RFQ-0009,Delivery_Received,2024-01-21T11:00:00,3741.1,DELIVERY-INVOICE_VALUE,,V013
RFQ-0009,Payment_Made,2024-02-06T15:00:00,3703.26,PAY-PO_VALUE_USD,,V013
RFQ-0010,PO_Issued,2024-01-06T09:00:00,26320.95,PO-VALUE_USD,,V019
RFQ-0010,WO_Created,2024-01-08T08:00:00,33205.78,WO-BUDGET_CEILING,,Ravi Shankar
RFQ-0010,RFQ_Issued,2024-01-10T09:00:00,25086.14,RFQ-ESTIMATED_VALUE,,
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V017
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V009
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V007
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V010
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V004
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V001
RFQ-0010,Vendor_Invited,2024-01-10T10:00:00,,,,V019
RFQ-0010,Clarification_Round,2024-01-10T11:00:00,,,,V007
RFQ-0010,Clarification_Round,2024-01-10T11:00:00,,,,V019
RFQ-0010,Clarification_Round,2024-01-10T12:00:00,,,,V019
RFQ-0010,Delivery_Received,2024-01-21T11:00:00,25723.22,DELIVERY-INVOICE_VALUE,,V019
RFQ-0010,Bid_Submitted,2024-01-21T14:00:00,21240.09,BID-TOTAL_USD,,V017
RFQ-0010,Bid_Submitted,2024-01-21T14:00:00,25864.08,BID-TOTAL_USD,,V007
RFQ-0010,Bid_Submitted,2024-01-21T14:00:00,24240.3,BID-TOTAL_USD,,V001
RFQ-0010,Bid_Submitted,2024-01-22T14:00:00,23509.89,BID-TOTAL_USD,,V009
RFQ-0010,Bid_Submitted,2024-01-22T14:00:00,26320.95,BID-TOTAL_USD,,V019
RFQ-0010,Bid_Evaluated,2024-01-22T16:00:00,26320.95,EVAL-AWARDED_VALUE,,V019
RFQ-0010,Bid_Submitted,2024-01-23T14:00:00,23914.38,BID-TOTAL_USD,,V004
RFQ-0010,Bid_Submitted,2024-01-24T14:00:00,24333.42,BID-TOTAL_USD,,V010
RFQ-0010,Payment_Made,2024-02-04T15:00:00,26320.95,PAY-PO_VALUE_USD,,V019
RFQ-0011,PO_Issued,2024-02-05T09:00:00,2442.9,PO-VALUE_USD,,V005
RFQ-0011,WO_Created,2024-02-20T08:00:00,2998.68,WO-BUDGET_CEILING,,Priya Nair
RFQ-0011,RFQ_Issued,2024-02-22T09:00:00,2791.4,RFQ-ESTIMATED_VALUE,,
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V005
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V003
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V020
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V008
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V014
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V012
RFQ-0011,Vendor_Invited,2024-02-22T10:00:00,,,,V015
RFQ-0011,Clarification_Round,2024-02-22T11:00:00,,,,V005
RFQ-0011,Clarification_Round,2024-02-22T11:00:00,,,,V012
RFQ-0011,Delivery_Received,2024-02-22T11:00:00,2428.08,DELIVERY-INVOICE_VALUE,,V005
RFQ-0011,Clarification_Round,2024-02-22T12:00:00,,,,V012
RFQ-0011,Bid_Submitted,2024-03-01T14:00:00,2796.5,BID-TOTAL_USD,,V020
RFQ-0011,Bid_Submitted,2024-03-02T14:00:00,2442.9,BID-TOTAL_USD,,V005
RFQ-0011,Bid_Submitted,2024-03-02T14:00:00,2436.1,BID-TOTAL_USD,,V008
RFQ-0011,Bid_Evaluated,2024-03-02T16:00:00,2442.9,EVAL-AWARDED_VALUE,,V005
RFQ-0011,Bid_Submitted,2024-03-03T14:00:00,2665.6,BID-TOTAL_USD,,V012
RFQ-0011,Bid_Submitted,2024-03-04T14:00:00,2534.7,BID-TOTAL_USD,,V014
RFQ-0011,Bid_Submitted,2024-03-04T14:00:00,2648.6,BID-TOTAL_USD,,V015
RFQ-0011,Payment_Made,2024-04-03T15:00:00,2442.9,PAY-PO_VALUE_USD,,V005
RFQ-0012,PO_Issued,2024-02-09T09:00:00,34539.98,PO-VALUE_USD,,V016
RFQ-0012,WO_Created,2024-03-01T08:00:00,53414.52,WO-BUDGET_CEILING,,Arjun Desai
RFQ-0012,RFQ_Issued,2024-03-02T09:00:00,34702.25,RFQ-ESTIMATED_VALUE,,
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V011
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V013
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V018
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V016
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V002
RFQ-0012,Vendor_Invited,2024-03-02T10:00:00,,,,V006
RFQ-0012,Clarification_Round,2024-03-02T11:00:00,,,,V016
RFQ-0012,Bid_Submitted,2024-03-05T14:00:00,37339.7,BID-TOTAL_USD,,V018
RFQ-0012,Bid_Submitted,2024-03-06T14:00:00,35291.42,BID-TOTAL_USD,,V002
RFQ-0012,Bid_Submitted,2024-03-08T14:00:00,34539.98,BID-TOTAL_USD,,V016
RFQ-0012,Bid_Evaluated,2024-03-08T16:00:00,34539.98,EVAL-AWARDED_VALUE,,V016
RFQ-0012,Payment_Made,2024-03-23T15:00:00,34539.98,PAY-PO_VALUE_USD,,V016
RFQ-0012,Delivery_Received,2024-03-26T11:00:00,34176.06,DELIVERY-INVOICE_VALUE,,V016
RFQ-0013,PO_Issued,2024-02-05T09:00:00,10527.16,PO-VALUE_USD,,V004
RFQ-0013,Delivery_Received,2024-02-18T11:00:00,10638.65,DELIVERY-INVOICE_VALUE,,V004
RFQ-0013,WO_Created,2024-02-20T08:00:00,4106.56,WO-BUDGET_CEILING,,Ravi Shankar
RFQ-0013,RFQ_Issued,2024-02-21T09:00:00,10363.41,RFQ-ESTIMATED_VALUE,,
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V001
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V010
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V004
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V019
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V009
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V007
RFQ-0013,Vendor_Invited,2024-02-21T10:00:00,,,,V017
RFQ-0013,Clarification_Round,2024-02-21T11:00:00,,,,V019
RFQ-0013,Bid_Submitted,2024-02-26T14:00:00,10115.82,BID-TOTAL_USD,,V001
RFQ-0013,Bid_Submitted,2024-02-26T14:00:00,10527.16,BID-TOTAL_USD,,V004
RFQ-0013,Bid_Submitted,2024-02-26T14:00:00,10879.55,BID-TOTAL_USD,,V019
RFQ-0013,Bid_Evaluated,2024-02-26T16:00:00,10527.16,EVAL-AWARDED_VALUE,,V004
RFQ-0013,Bid_Submitted,2024-02-27T14:00:00,9724.13,BID-TOTAL_USD,,V009
RFQ-0013,Bid_Submitted,2024-02-27T14:00:00,10508.82,BID-TOTAL_USD,,V007
RFQ-0013,Bid_Submitted,2024-02-28T14:00:00,8515.0,BID-TOTAL_USD,,V017
RFQ-0013,Payment_Made,2024-03-01T15:00:00,10527.16,PAY-PO_VALUE_USD,,V004
RFQ-0014,PO_Issued,2024-02-06T09:00:00,49679.16,PO-VALUE_USD,,V002
RFQ-0014,WO_Created,2024-02-22T08:00:00,47541.12,WO-BUDGET_CEILING,,Arjun Desai
RFQ-0014,Delivery_Received,2024-02-22T11:00:00,50110.04,DELIVERY-INVOICE_VALUE,,V002
RFQ-0014,RFQ_Issued,2024-02-23T09:00:00,48708.33,RFQ-ESTIMATED_VALUE,,
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V018
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V016
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V006
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V011
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V013
RFQ-0014,Vendor_Invited,2024-02-23T10:00:00,,,,V002
RFQ-0014,Clarification_Round,2024-02-23T11:00:00,,,,V016
RFQ-0014,Clarification_Round,2024-02-23T11:00:00,,,,V006
RFQ-0014,Clarification_Round,2024-02-23T11:00:00,,,,V011
RFQ-0014,Clarification_Round,2024-02-23T12:00:00,,,,V016
RFQ-0014,Clarification_Round,2024-02-23T12:00:00,,,,V006
RFQ-0014,Clarification_Round,2024-02-23T12:00:00,,,,V011
RFQ-0014,Bid_Submitted,2024-02-27T14:00:00,53751.42,BID-TOTAL_USD,,V018
RFQ-0014,Bid_Submitted,2024-02-27T14:00:00,48774.66,BID-TOTAL_USD,,V006
RFQ-0014,Bid_Submitted,2024-02-28T14:00:00,49679.16,BID-TOTAL_USD,,V002
RFQ-0014,Bid_Evaluated,2024-02-28T16:00:00,49679.16,EVAL-AWARDED_VALUE,,V002
RFQ-0014,Bid_Submitted,2024-03-01T14:00:00,42511.5,BID-TOTAL_USD,,V016
RFQ-0014,Bid_Submitted,2024-03-01T14:00:00,50716.32,BID-TOTAL_USD,,V011
RFQ-0014,Bid_Submitted,2024-03-01T14:00:00,49478.16,BID-TOTAL_USD,,V013
RFQ-0014,Payment_Made,2024-03-03T15:00:00,49679.16,PAY-PO_VALUE_USD,,V002
RFQ-0015,PO_Issued,2024-02-07T09:00:00,36392.38,PO-VALUE_USD,,V002
RFQ-0015,Delivery_Received,2024-02-17T11:00:00,35713.21,DELIVERY-INVOICE_VALUE,,V002
RFQ-0015,WO_Created,2024-02-22T08:00:00,41720.1,WO-BUDGET_CEILING,,Ravi Shankar
RFQ-0015,RFQ_Issued,2024-02-24T09:00:00,35737.48,RFQ-ESTIMATED_VALUE,,
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V013
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V002
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V011
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V018
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V006
RFQ-0015,Vendor_Invited,2024-02-24T10:00:00,,,,V016
RFQ-0015,Clarification_Round,2024-02-24T11:00:00,,,,V011
RFQ-0015,Clarification_Round,2024-02-24T11:00:00,,,,V006
RFQ-0015,Clarification_Round,2024-02-24T11:00:00,,,,V016
RFQ-0015,Clarification_Round,2024-02-24T12:00:00,,,,V011
RFQ-0015,Clarification_Round,2024-02-24T12:00:00,,,,V016
RFQ-0015,Bid_Submitted,2024-03-05T14:00:00,39171.28,BID-TOTAL_USD,,V016
RFQ-0015,Payment_Made,2024-03-05T15:00:00,36392.38,PAY-PO_VALUE_USD,,V002
RFQ-0015,Bid_Submitted,2024-03-06T14:00:00,37154.66,BID-TOTAL_USD,,V011
RFQ-0015,Bid_Submitted,2024-03-07T14:00:00,36020.68,BID-TOTAL_USD,,V013
RFQ-0015,Bid_Submitted,2024-03-07T14:00:00,38739.4,BID-TOTAL_USD,,V018
