eval_id,rfq_id,vendor_id,vendor_name,bid_total_usd,delivery_days,price_score,delivery_score,quality_score,relationship_score,composite_score,selected,month_index,awarded
EVAL-RFQ-0007-V016,RFQ-0007,V016,Precision Arc Systems,22817.32,42,13.84,38.1,68.0,54.0,35.96,True,0,False
EVAL-RFQ-0008-V006,RFQ-0008,V006,Bright Spark Electronics Ltd,19374.48,10,18.17,100.0,72.0,61.0,57.77,True,0,True
EVAL-RFQ-0008-V002,RFQ-0008,V002,Tanaka Electrical KK,22416.48,18,5.32,55.56,90.0,89.0,45.7,True,0,False
EVAL-RFQ-0008-V016,RFQ-0008,V016,Precision Arc Systems,19080.0,21,19.42,47.62,68.0,54.0,41.05,True,0,False
EVAL-RFQ-0008-V013,RFQ-0008,V013,Vantage Sensors GmbH,22212.0,55,6.19,18.18,88.0,89.0,34.43,True,0,False
EVAL-RFQ-0008-V018,RFQ-0008,V018,Guangzhou Mech & Elec Co.,23677.2,28,0.0,35.71,65.0,54.0,29.11,True,0,False
EVAL-RFQ-0008-V011,RFQ-0008,V011,Solaris Power Components,21864.96,46,7.65,21.74,70.0,54.0,28.98,False,0,False
EVAL-RFQ-0009-V013,RFQ-0009,V013,Vantage Sensors GmbH,3703.26,14,5.19,100.0,88.0,89.0,58.58,True,0,True
EVAL-RFQ-0009-V018,RFQ-0009,V018,Guangzhou Mech & Elec Co.,3905.88,19,0.0,73.68,65.0,54.0,40.51,True,0,False
EVAL-RFQ-0009-V006,RFQ-0009,V006,Bright Spark Electronics Ltd,3692.7,42,5.46,33.33,72.0,61.0,32.68,True,0,False
EVAL-RFQ-0009-V016,RFQ-0009,V016,Precision Arc Systems,3611.52,44,7.54,31.82,68.0,54.0,31.56,True,0,False
EVAL-RFQ-0010-V019,RFQ-0010,V019,Emerald Isle Castings Ltd,26320.95,15,0.0,100.0,87.0,75.0,54.9,True,0,True
EVAL-RFQ-0010-V001,RFQ-0010,V001,Kovacs Precision GmbH,24240.3,22,7.9,68.18,91.0,100.0,51.82,True,0,False
EVAL-RFQ-0010-V007,RFQ-0010,V007,Nakamura Tooling Co.,25864.08,30,1.74,50.0,92.0,96.0,43.69,True,0,False
EVAL-RFQ-0010-V009,RFQ-0010,V009,Fischer & Söhne KG,23509.89,44,10.68,34.09,89.0,100.0,42.3,True,0,False
EVAL-RFQ-0010-V004,RFQ-0010,V004,Strömberg Hydraulics AB,23914.38,47,9.14,31.91,93.0,100.0,41.83,True,0,False
EVAL-RFQ-0010-V017,RFQ-0010,V017,Türk Makina A.Ş.,21240.09,34,19.3,44.12,73.0,61.0,41.66,False,0,False
EVAL-RFQ-0010-V010,RFQ-0010,V010,Adriatic Fastenings d.o.o.,24333.42,53,7.55,28.3,74.0,61.0,32.41,False,0,False
EVAL-RFQ-0011-V005,RFQ-0011,V005,Cerro Negro Metals SA,2442.9,17,12.64,100.0,75.0,68.0,56.86,True,1,True
EVAL-RFQ-0011-V014,RFQ-0011,V014,Coastal Alloys Pty Ltd,2534.7,19,9.36,89.47,79.0,68.0,53.19,True,1,False
EVAL-RFQ-0011-V008,RFQ-0011,V008,Delta Composites Inc.,2436.1,36,12.89,47.22,76.0,68.0,41.32,True,1,False
EVAL-RFQ-0011-V015,RFQ-0011,V015,Nordic Steel AS,2648.6,46,5.29,36.96,90.0,100.0,41.2,True,1,False
EVAL-RFQ-0011-V012,RFQ-0011,V012,Indra Copper Works,2665.6,39,4.68,43.59,81.0,82.0,39.35,True,1,False
EVAL-RFQ-0011-V020,RFQ-0011,V020,Rajasthan Rare Earths Ltd,2796.5,44,0.0,38.64,76.0,61.0,32.89,False,1,False
EVAL-RFQ-0012-V016,RFQ-0012,V016,Precision Arc Systems,34539.98,25,7.5,100.0,68.0,54.0,52.0,True,1,True
EVAL-RFQ-0012-V002,RFQ-0012,V002,Tanaka Electrical KK,35291.42,49,5.49,51.02,90.0,89.0,44.4,True,1,False
EVAL-RFQ-0012-V018,RFQ-0012,V018,Guangzhou Mech & Elec Co.,37339.7,54,0.0,46.3,65.0,54.0,32.29,True,1,False
EVAL-RFQ-0013-V004,RFQ-0013,V004,Strömberg Hydraulics AB,10527.16,13,3.24,100.0,93.0,100.0,59.9,True,1,True
EVAL-RFQ-0013-V017,RFQ-0013,V017,Türk Makina A.Ş.,8515.0,31,21.73,41.94,73.0,61.0,41.97,True,1,False
EVAL-RFQ-0013-V001,RFQ-0013,V001,Kovacs Precision GmbH,10115.82,36,7.02,36.11,91.0,100.0,41.84,True,1,False
EVAL-RFQ-0013-V009,RFQ-0013,V009,Fischer & Söhne KG,9724.13,49,10.62,26.53,89.0,100.0,40.01,True,1,False
EVAL-RFQ-0013-V007,RFQ-0013,V007,Nakamura Tooling Co.,10508.82,52,3.41,25.0,92.0,96.0,36.86,True,1,False
EVAL-RFQ-0013-V019,RFQ-0013,V019,Emerald Isle Castings Ltd,10879.55,41,0.0,31.71,87.0,75.0,34.41,False,1,False
EVAL-RFQ-0014-V002,RFQ-0014,V002,Tanaka Electrical KK,49679.16,16,7.58,100.0,90.0,89.0,59.93,True,1,True
EVAL-RFQ-0014-V013,RFQ-0014,V013,Vantage Sensors GmbH,49478.16,16,7.95,100.0,88.0,89.0,59.68,True,1,False
EVAL-RFQ-0014-V011,RFQ-0014,V011,Solaris Power Components,50716.32,28,5.65,57.14,70.0,54.0,38.8,True,1,False
EVAL-RFQ-0014-V016,RFQ-0014,V016,Precision Arc Systems,42511.5,51,20.91,31.37,68.0,54.0,36.78,True,1,False
EVAL-RFQ-0014-V006,RFQ-0014,V006,Bright Spark Electronics Ltd,48774.66,44,9.26,36.36,72.0,61.0,35.11,True,1,False
EVAL-RFQ-0014-V018,RFQ-0014,V018,Guangzhou Mech & Elec Co.,53751.42,34,0.0,47.06,65.0,54.0,32.52,False,1,False
EVAL-RFQ-0015-V002,RFQ-0015,V002,Tanaka Electrical KK,36392.38,10,7.09,100.0,90.0,89.0,59.74,True,1,True
EVAL-RFQ-0015-V013,RFQ-0015,V013,Vantage Sensors GmbH,36020.68,43,8.04,23.26,88.0,89.0,36.69,True,1,False
EVAL-RFQ-0015-V011,RFQ-0015,V011,Solaris Power Components,37154.66,22,5.15,45.45,70.0,54.0,35.1,True,1,False
EVAL-RFQ-0015-V006,RFQ-0015,V006,Bright Spark Electronics Ltd,35797.66,54,8.61,18.52,72.0,61.0,29.5,True,1,False
EVAL-RFQ-0015-V018,RFQ-0015,V018,Guangzhou Mech & Elec Co.,38739.4,48,1.1,20.83,65.0,54.0,25.09,True,1,False
EVAL-RFQ-0015-V016,RFQ-0015,V016,Precision Arc Systems,39171.28,54,0.0,18.52,68.0,54.0,24.56,False,1,False
EVAL-RFQ-0016-V013,RFQ-0016,V013,Vantage Sensors GmbH,93136.02,13,9.29,100.0,88.0,89.0,60.22,True,1,True
EVAL-RFQ-0016-V018,RFQ-0016,V018,Guangzhou Mech & Elec Co.,98589.42,19,3.98,68.42,65.0,54.0,40.52,True,1,False
EVAL-RFQ-0016-V002,RFQ-0016,V002,Tanaka Electrical KK,98622.36,41,3.95,31.71,90.0,89.0,37.99,True,1,False
EVAL-RFQ-0016-V016,RFQ-0016,V016,Precision Arc Systems,83609.04,55,18.57,23.64,68.0,54.0,33.52,True,1,False
EVAL-RFQ-0016-V011,RFQ-0016,V011,Solaris Power Components,102677.64,51,0.0,25.49,70.0,54.0,27.05,True,1,False
EVAL-RFQ-0017-V008,RFQ-0017,V008,Delta Composites Inc.,44324.0,15,8.44,100.0,76.0,68.0,55.37,True,1,True
EVAL-RFQ-0017-V015,RFQ-0017,V015,Nordic Steel AS,46670.0,46,3.59,32.61,90.0,100.0,39.22,True,1,False
EVAL-RFQ-0017-V005,RFQ-0017,V005,Cerro Negro Metals SA,47362.0,37,2.16,40.54,75.0,68.0,34.83,True,1,False
EVAL-RFQ-0017-V003,RFQ-0017,V003,Patel Alloys Pvt Ltd,48098.0,41,0.64,36.59,78.0,75.0,34.33,True,1,False
EVAL-RFQ-0017-V012,RFQ-0017,V012,Indra Copper Works,48408.0,52,0.0,28.85,81.0,82.0,33.05,True,1,False
EVAL-RFQ-0018-V009,RFQ-0018,V009,Fischer & Söhne KG,30985.2,11,8.63,100.0,89.0,100.0,61.25,True,1,True
EVAL-RFQ-0018-V019,RFQ-0018,V019,Emerald Isle Castings Ltd,33913.1,14,0.0,78.57,87.0,75.0,48.47,True,1,False
EVAL-RFQ-0018-V001,RFQ-0018,V001,Kovacs Precision GmbH,31804.1,23,6.22,47.83,91.0,100.0,45.04,True,1,False
EVAL-RFQ-0018-V004,RFQ-0018,V004,Strömberg Hydraulics AB,31958.0,54,5.77,20.37,93.0,100.0,37.02,True,1,False
EVAL-RFQ-0018-V010,RFQ-0018,V010,Adriatic Fastenings d.o.o.,28068.7,49,17.23,22.45,74.0,61.0,34.53,True,1,False
EVAL-RFQ-0018-V017,RFQ-0018,V017,Türk Makina A.Ş.,29020.6,41,14.43,26.83,73.0,61.0,34.52,False,1,False
EVAL-RFQ-0019-V002,RFQ-0019,V002,Tanaka Electrical KK,28686.92,15,8.94,80.0,90.0,89.0,54.48,True,1,True
EVAL-RFQ-0019-V018,RFQ-0019,V018,Guangzhou Mech & Elec Co.,31505.04,12,0.0,100.0,65.0,54.0,48.4,True,1,False
EVAL-RFQ-0019-V013,RFQ-0019,V013,Vantage Sensors GmbH,30213.48,36,4.1,33.33,88.0,89.0,38.14,True,1,False
EVAL-RFQ-0019-V006,RFQ-0019,V006,Bright Spark Electronics Ltd,27181.04,31,13.72,38.71,72.0,61.0,37.6,True,1,False
EVAL-RFQ-0019-V011,RFQ-0019,V011,Solaris Power Components,26504.24,38,15.87,31.58,70.0,54.0,35.22,True,1,False
EVAL-RFQ-0020-V013,RFQ-0020,V013,Vantage Sensors GmbH,53950.52,32,13.13,96.88,88.0,89.0,60.82,True,1,True
EVAL-RFQ-0020-V006,RFQ-0020,V006,Bright Spark Electronics Ltd,53419.2,31,13.99,100.0,72.0,61.0,56.1,True,1,False
EVAL-RFQ-0020-V002,RFQ-0020,V002,Tanaka Electrical KK,56452.75,49,9.1,63.27,90.0,89.0,49.52,True,1,False
EVAL-RFQ-0020-V016,RFQ-0020,V016,Precision Arc Systems,56226.58,39,9.47,79.49,68.0,54.0,46.63,True,1,False
EVAL-RFQ-0020-V011,RFQ-0020,V011,Solaris Power Components,54524.92,42,12.21,73.81,70.0,54.0,46.43,True,1,False
EVAL-RFQ-0020-V018,RFQ-0020,V018,Guangzhou Mech & Elec Co.,62107.0,41,0.0,75.61,65.0,54.0,41.08,False,1,False
EVAL-RFQ-0021-V010,RFQ-0021,V010,Adriatic Fastenings d.o.o.,4188.25,14,7.58,100.0,74.0,61.0,53.93,True,2,True
EVAL-RFQ-0021-V017,RFQ-0021,V017,Türk Makina A.Ş.,3899.5,22,13.96,63.64,73.0,61.0,45.37,True,2,False
EVAL-RFQ-0021-V019,RFQ-0021,V019,Emerald Isle Castings Ltd,4532.0,21,0.0,66.67,87.0,75.0,44.9,True,2,False
EVAL-RFQ-0021-V007,RFQ-0021,V007,Nakamura Tooling Co.,4485.25,30,1.03,46.67,92.0,96.0,42.41,True,2,False
EVAL-RFQ-0021-V009,RFQ-0021,V009,Fischer & Söhne KG,4317.5,39,4.73,35.9,89.0,100.0,40.46,True,2,False
EVAL-RFQ-0021-V004,RFQ-0021,V004,Strömberg Hydraulics AB,4383.5,46,3.28,30.43,93.0,100.0,39.04,False,2,False
EVAL-RFQ-0022-V017,RFQ-0022,V017,Türk Makina A.Ş.,97130.26,12,17.99,100.0,73.0,61.0,57.9,True,2,True
EVAL-RFQ-0022-V004,RFQ-0022,V004,Strömberg Hydraulics AB,108065.6,20,8.76,60.0,93.0,100.0,50.1,True,2,False
EVAL-RFQ-0022-V007,RFQ-0022,V007,Nakamura Tooling Co.,114523.78,23,3.3,52.17,92.0,96.0,44.97,True,2,False
EVAL-RFQ-0022-V001,RFQ-0022,V001,Kovacs Precision GmbH,111841.32,27,5.57,44.44,91.0,100.0,43.76,True,2,False
EVAL-RFQ-0022-V009,RFQ-0022,V009,Fischer & Söhne KG,102075.96,38,13.81,31.58,89.0,100.0,42.8,True,2,False
EVAL-RFQ-0022-V019,RFQ-0022,V019,Emerald Isle Castings Ltd,118436.5,47,0.0,25.53,87.0,75.0,32.56,False,2,False
EVAL-RFQ-0023-V019,RFQ-0023,V019,Emerald Isle Castings Ltd,43813.92,13,0.92,100.0,87.0,75.0,55.27,True,2,True
EVAL-RFQ-0023-V009,RFQ-0023,V009,Fischer & Söhne KG,39436.08,54,10.82,24.07,89.0,100.0,39.35,True,2,False
EVAL-RFQ-0023-V007,RFQ-0023,V007,Nakamura Tooling Co.,44222.4,50,0.0,26.0,92.0,96.0,35.8,True,2,False
EVAL-RFQ-0023-V017,RFQ-0023,V017,Türk Makina A.Ş.,39196.32,45,11.37,28.89,73.0,61.0,33.91,True,2,False
EVAL-RFQ-0024-V010,RFQ-0024,V010,Adriatic Fastenings d.o.o.,46710.24,16,17.25,100.0,74.0,61.0,57.8,True,2,True
EVAL-RFQ-0024-V004,RFQ-0024,V004,Strömberg Hydraulics AB,49400.32,33,12.48,48.48,93.0,100.0,48.14,True,2,False
EVAL-RFQ-0024-V007,RFQ-0024,V007,Nakamura Tooling Co.,56447.52,24,0.0,66.67,92.0,96.0,48.0,True,2,False
EVAL-RFQ-0024-V009,RFQ-0024,V009,Fischer & Söhne KG,52620.32,38,6.78,42.11,89.0,100.0,43.14,True,2,False
EVAL-RFQ-0025-V013,RFQ-0025,V013,Vantage Sensors GmbH,33908.56,19,0.0,100.0,88.0,89.0,56.5,True,2,True
EVAL-RFQ-0025-V016,RFQ-0025,V016,Precision Arc Systems,27270.6,29,19.58,65.52,68.0,54.0,46.49,True,2,False
EVAL-RFQ-0025-V006,RFQ-0025,V006,Bright Spark Electronics Ltd,31546.92,36,6.96,52.78,72.0,61.0,39.12,True,2,False
EVAL-RFQ-0025-V011,RFQ-0025,V011,Solaris Power Components,33908.56,43,0.0,44.19,70.0,54.0,32.66,True,2,False
EVAL-RFQ-0026-V013,RFQ-0026,V013,Vantage Sensors GmbH,222587.98,21,0.0,90.48,88.0,89.0,53.64,True,2,True
EVAL-RFQ-0026-V016,RFQ-0026,V016,Precision Arc Systems,205571.08,19,7.65,100.0,68.0,54.0,52.06,True,2,False
EVAL-RFQ-0026-V002,RFQ-0026,V002,Tanaka Electrical KK,212984.04,25,4.31,76.0,90.0,89.0,51.43,True,2,False
EVAL-RFQ-0026-V011,RFQ-0026,V011,Solaris Power Components,200899.01,45,9.74,42.22,70.0,54.0,35.96,True,2,False
EVAL-RFQ-0026-V018,RFQ-0026,V018,Guangzhou Mech & Elec Co.,215729.26,44,3.08,43.18,65.0,54.0,32.59,True,2,False
EVAL-RFQ-0027-V010,RFQ-0027,V010,Adriatic Fastenings d.o.o.,105947.94,19,18.23,100.0,74.0,61.0,58.19,True,2,True
EVAL-RFQ-0027-V004,RFQ-0027,V004,Strömberg Hydraulics AB,120587.19,28,6.93,67.86,93.0,100.0,51.73,True,2,False
EVAL-RFQ-0027-V001,RFQ-0027,V001,Kovacs Precision GmbH,124891.8,27,3.61,70.37,91.0,100.0,50.75,True,2,False
EVAL-RFQ-0027-V017,RFQ-0027,V017,Türk Makina A.Ş.,113010.54,31,12.78,61.29,73.0,61.0,44.2,True,2,False
EVAL-RFQ-0027-V009,RFQ-0027,V009,Fischer & Söhne KG,120493.32,42,7.0,45.24,89.0,100.0,44.17,True,2,False
EVAL-RFQ-0027-V019,RFQ-0027,V019,Emerald Isle Castings Ltd,128467.8,35,0.85,54.29,87.0,75.0,41.52,False,2,False
EVAL-RFQ-0027-V007,RFQ-0027,V007,Nakamura Tooling Co.,129562.95,45,0.0,42.22,92.0,96.0,40.67,False,2,False
EVAL-RFQ-0028-V013,RFQ-0028,V013,Vantage Sensors GmbH,113390.9,15,5.62,100.0,88.0,89.0,58.75,True,2,True
EVAL-RFQ-0028-V002,RFQ-0028,V002,Tanaka Electrical KK,114772.7,24,4.47,62.5,90.0,89.0,47.44,True,2,False
EVAL-RFQ-0028-V018,RFQ-0028,V018,Guangzhou Mech & Elec Co.,120148.0,22,0.0,68.18,65.0,54.0,38.85,True,2,False
EVAL-RFQ-0029-V015,RFQ-0029,V015,Nordic Steel AS,61582.5,17,2.4,94.12,90.0,100.0,57.19,True,2,True
EVAL-RFQ-0029-V014,RFQ-0029,V014,Coastal Alloys Pty Ltd,61817.1,16,2.02,100.0,79.0,68.0,53.41,True,2,False
EVAL-RFQ-0029-V012,RFQ-0029,V012,Indra Copper Works,62186.25,19,1.44,84.21,81.0,82.0,50.24,True,2,False
EVAL-RFQ-0029-V008,RFQ-0029,V008,Delta Composites Inc.,60971.85,26,3.36,61.54,76.0,68.0,41.81,True,2,False
EVAL-RFQ-0029-V003,RFQ-0029,V003,Patel Alloys Pvt Ltd,63093.6,36,0.0,44.44,78.0,75.0,36.43,True,2,False
EVAL-RFQ-0029-V005,RFQ-0029,V005,Cerro Negro Metals SA,56376.45,51,10.65,31.37,75.0,68.0,35.47,False,2,False
EVAL-RFQ-0030-V004,RFQ-0030,V004,Strömberg Hydraulics AB,24778.2,19,10.43,84.21,93.0,100.0,58.04,True,2,True
EVAL-RFQ-0030-V007,RFQ-0030,V007,Nakamura Tooling Co.,27663.5,16,0.0,100.0,92.0,96.0,58.0,True,2,False
EVAL-RFQ-0030-V001,RFQ-0030,V001,Kovacs Precision GmbH,26178.15,36,5.37,44.44,91.0,100.0,43.68,True,2,False
EVAL-RFQ-0030-V017,RFQ-0030,V017,Türk Makina A.Ş.,24467.1,38,11.55,42.11,73.0,61.0,37.95,True,2,False
EVAL-RFQ-0031-V016,RFQ-0031,V016,Precision Arc Systems,3622.92,14,6.25,100.0,68.0,54.0,51.5,True,3,True
EVAL-RFQ-0031-V013,RFQ-0031,V013,Vantage Sensors GmbH,3593.28,21,7.02,66.67,88.0,89.0,49.31,True,3,False
EVAL-RFQ-0031-V006,RFQ-0031,V006,Bright Spark Electronics Ltd,3360.72,20,13.04,70.0,72.0,61.0,46.72,True,3,False
EVAL-RFQ-0031-V011,RFQ-0031,V011,Solaris Power Components,3353.88,23,13.22,60.87,70.0,54.0,42.95,True,3,False
EVAL-RFQ-0031-V018,RFQ-0031,V018,Guangzhou Mech & Elec Co.,3864.6,22,0.0,63.64,65.0,54.0,37.49,True,3,False
EVAL-RFQ-0032-V017,RFQ-0032,V017,Türk Makina A.Ş.,29057.27,15,13.62,100.0,73.0,61.0,56.15,True,3,True
EVAL-RFQ-0032-V007,RFQ-0032,V007,Nakamura Tooling Co.,32999.01,24,1.91,62.5,92.0,96.0,47.51,True,3,False
EVAL-RFQ-0032-V001,RFQ-0032,V001,Kovacs Precision GmbH,33231.0,42,1.22,35.71,91.0,100.0,39.4,True,3,False
EVAL-RFQ-0032-V004,RFQ-0032,V004,Strömberg Hydraulics AB,33640.64,43,0.0,34.88,93.0,100.0,39.07,True,3,False
EVAL-RFQ-0032-V019,RFQ-0032,V019,Emerald Isle Castings Ltd,33408.65,34,0.69,44.12,87.0,75.0,38.41,True,3,False
EVAL-RFQ-0032-V009,RFQ-0032,V009,Fischer & Söhne KG,33379.39,55,0.78,27.27,89.0,100.0,36.29,False,3,False
EVAL-RFQ-0033-V013,RFQ-0033,V013,Vantage Sensors GmbH,10030.8,17,10.31,100.0,88.0,89.0,60.62,True,3,True
EVAL-RFQ-0033-V006,RFQ-0033,V006,Bright Spark Electronics Ltd,8307.6,21,25.71,80.95,72.0,61.0,55.07,True,3,False
EVAL-RFQ-0033-V018,RFQ-0033,V018,Guangzhou Mech & Elec Co.,11183.4,35,0.0,48.57,65.0,54.0,32.97,True,3,False
EVAL-RFQ-0034-V009,RFQ-0034,V009,Fischer & Söhne KG,14090.96,21,10.84,100.0,89.0,100.0,62.14,True,3,True
EVAL-RFQ-0034-V001,RFQ-0034,V001,Kovacs Precision GmbH,14237.84,41,9.91,51.22,91.0,100.0,47.53,True,3,False
EVAL-RFQ-0034-V004,RFQ-0034,V004,Strömberg Hydraulics AB,15370.72,44,2.75,47.73,93.0,100.0,44.02,True,3,False
EVAL-RFQ-0034-V010,RFQ-0034,V010,Adriatic Fastenings d.o.o.,13586.4,38,14.03,55.26,74.0,61.0,43.09,True,3,False
EVAL-RFQ-0034-V007,RFQ-0034,V007,Nakamura Tooling Co.,15535.28,50,1.7,42.0,92.0,96.0,41.28,True,3,False
EVAL-RFQ-0034-V019,RFQ-0034,V019,Emerald Isle Castings Ltd,15804.56,52,0.0,40.38,87.0,75.0,37.02,False,3,False
EVAL-RFQ-0035-V004,RFQ-0035,V004,Strömberg Hydraulics AB,107054.74,17,8.88,100.0,93.0,100.0,62.15,True,3,True
EVAL-RFQ-0035-V017,RFQ-0035,V017,Türk Makina A.Ş.,103569.96,26,11.84,65.38,73.0,61.0,45.05,True,3,False
EVAL-RFQ-0035-V010,RFQ-0035,V010,Adriatic Fastenings d.o.o.,97769.88,30,16.78,56.67,74.0,61.0,44.61,True,3,False
EVAL-RFQ-0035-V007,RFQ-0035,V007,Nakamura Tooling Co.,115690.64,37,1.53,45.95,92.0,96.0,42.39,True,3,False
EVAL-RFQ-0035-V001,RFQ-0035,V001,Kovacs Precision GmbH,106138.76,52,9.66,32.69,91.0,100.0,41.87,True,3,False
EVAL-RFQ-0035-V009,RFQ-0035,V009,Fischer & Söhne KG,107801.72,50,8.24,34.0,89.0,100.0,41.3,False,3,False
EVAL-RFQ-0035-V019,RFQ-0035,V019,Emerald Isle Castings Ltd,117485.42,52,0.0,32.69,87.0,75.0,34.71,False,3,False
EVAL-RFQ-0036-V006,RFQ-0036,V006,Bright Spark Electronics Ltd,13849.44,11,17.66,100.0,72.0,61.0,57.56,True,3,True
EVAL-RFQ-0036-V011,RFQ-0036,V011,Solaris Power Components,14231.28,16,15.39,68.75,70.0,54.0,46.18,True,3,False
EVAL-RFQ-0036-V002,RFQ-0036,V002,Tanaka Electrical KK,16424.28,28,2.35,39.29,90.0,89.0,39.63,True,3,False
EVAL-RFQ-0036-V013,RFQ-0036,V013,Vantage Sensors GmbH,16159.4,55,3.93,20.0,88.0,89.0,34.07,True,3,False
EVAL-RFQ-0036-V016,RFQ-0036,V016,Precision Arc Systems,15230.6,33,9.45,33.33,68.0,54.0,32.78,True,3,False
EVAL-RFQ-0036-V018,RFQ-0036,V018,Guangzhou Mech & Elec Co.,16819.88,32,0.0,34.38,65.0,54.0,28.71,False,3,False
EVAL-RFQ-0037-V011,RFQ-0037,V011,Solaris Power Components,91162.54,26,18.68,100.0,70.0,54.0,56.87,True,3,True
