bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype,month_index
BID-RFQ-0003-V005,RFQ-0003,V005,Cerro Negro Metals SA,2024-02-02,105.7,16277.8,13,30,-11.62,aggressive_bidder,0
BID-RFQ-0004-V013,RFQ-0004,V013,Vantage Sensors GmbH,2024-02-11,929.47,109677.46,39,30,4.42,conservative,0
BID-RFQ-0004-V006,RFQ-0004,V006,Bright Spark Electronics Ltd,2024-02-12,786.62,92821.16,28,30,-11.63,volatile,0
BID-RFQ-0004-V018,RFQ-0004,V018,Guangzhou Mech & Elec Co.,2024-02-09,970.51,114520.18,43,30,9.03,aggressive_bidder,0
BID-RFQ-0004-V002,RFQ-0004,V002,Tanaka Electrical KK,2024-02-12,922.96,108909.28,40,30,3.69,conservative,0
BID-RFQ-0005-V002,RFQ-0005,V002,Tanaka Electrical KK,2024-01-25,10.91,2302.01,49,30,1.73,conservative,0
BID-RFQ-0005-V016,RFQ-0005,V016,Precision Arc Systems,2024-01-24,10.03,2116.33,22,30,-6.46,volatile,0
BID-RFQ-0005-V011,RFQ-0005,V011,Solaris Power Components,2024-01-23,9.95,2099.45,36,30,-7.14,volatile,0
BID-RFQ-0005-V006,RFQ-0005,V006,Bright Spark Electronics Ltd,2024-01-24,12.22,2578.42,26,30,14.03,volatile,0
BID-RFQ-0005-V013,RFQ-0005,V013,Vantage Sensors GmbH,2024-01-24,11.0,2321.0,31,30,2.64,conservative,0
BID-RFQ-0005-V018,RFQ-0005,V018,Guangzhou Mech & Elec Co.,2024-01-24,11.52,2430.72,31,30,7.51,aggressive_bidder,0
BID-RFQ-0006-V018,RFQ-0006,V018,Guangzhou Mech & Elec Co.,2024-01-31,166.7,37674.2,39,30,9.18,aggressive_bidder,0
BID-RFQ-0006-V002,RFQ-0006,V002,Tanaka Electrical KK,2024-01-31,154.41,34896.66,45,30,1.13,conservative,0
BID-RFQ-0006-V013,RFQ-0006,V013,Vantage Sensors GmbH,2024-02-01,160.6,36295.6,27,30,5.18,conservative,0
BID-RFQ-0006-V011,RFQ-0006,V011,Solaris Power Components,2024-02-01,177.14,40033.64,48,30,16.02,volatile,0
BID-RFQ-0007-V002,RFQ-0007,V002,Tanaka Electrical KK,2024-02-06,146.96,24101.44,23,30,2.69,conservative,0
BID-RFQ-0007-V016,RFQ-0007,V016,Precision Arc Systems,2024-02-05,139.13,22817.32,42,30,-2.78,volatile,0
BID-RFQ-0007-V018,RFQ-0007,V018,Guangzhou Mech & Elec Co.,2024-02-06,161.48,26482.72,19,30,12.83,aggressive_bidder,0
BID-RFQ-0007-V011,RFQ-0007,V011,Solaris Power Components,2024-02-08,129.45,21229.8,29,30,-9.55,volatile,0
BID-RFQ-0007-V013,RFQ-0007,V013,Vantage Sensors GmbH,2024-02-08,147.15,24132.6,16,30,2.82,conservative,0
BID-RFQ-0008-V018,RFQ-0008,V018,Guangzhou Mech & Elec Co.,2024-02-06,328.85,23677.2,28,30,9.44,aggressive_bidder,0
BID-RFQ-0008-V006,RFQ-0008,V006,Bright Spark Electronics Ltd,2024-02-07,269.09,19374.48,10,30,-10.45,volatile,0
BID-RFQ-0008-V013,RFQ-0008,V013,Vantage Sensors GmbH,2024-02-06,308.5,22212.0,55,30,2.67,conservative,0
BID-RFQ-0008-V002,RFQ-0008,V002,Tanaka Electrical KK,2024-02-07,311.34,22416.48,18,30,3.62,conservative,0
BID-RFQ-0008-V016,RFQ-0008,V016,Precision Arc Systems,2024-02-04,265.0,19080.0,21,30,-11.81,volatile,0
BID-RFQ-0008-V011,RFQ-0008,V011,Solaris Power Components,2024-02-04,303.68,21864.96,46,30,1.07,volatile,0
BID-RFQ-0009-V018,RFQ-0009,V018,Guangzhou Mech & Elec Co.,2024-01-10,59.18,3905.88,19,30,13.39,aggressive_bidder,0
BID-RFQ-0009-V013,RFQ-0009,V013,Vantage Sensors GmbH,2024-01-11,56.11,3703.26,14,30,7.5,conservative,0
BID-RFQ-0009-V006,RFQ-0009,V006,Bright Spark Electronics Ltd,2024-01-10,55.95,3692.7,42,30,7.2,volatile,0
BID-RFQ-0009-V016,RFQ-0009,V016,Precision Arc Systems,2024-01-09,54.72,3611.52,44,30,4.83,volatile,0
BID-RFQ-0010-V017,RFQ-0010,V017,Türk Makina A.Ş.,2024-01-21,72.99,21240.09,34,30,-15.34,aggressive_bidder,0
BID-RFQ-0010-V009,RFQ-0010,V009,Fischer & Söhne KG,2024-01-22,80.79,23509.89,44,30,-6.29,relationship_focused,0
BID-RFQ-0010-V007,RFQ-0010,V007,Nakamura Tooling Co.,2024-01-21,88.88,25864.08,30,30,3.1,conservative,0
BID-RFQ-0010-V010,RFQ-0010,V010,Adriatic Fastenings d.o.o.,2024-01-24,83.62,24333.42,53,30,-3.0,aggressive_bidder,0
BID-RFQ-0010-V004,RFQ-0010,V004,Strömberg Hydraulics AB,2024-01-23,82.18,23914.38,47,30,-4.67,reliable,0
BID-RFQ-0010-V001,RFQ-0010,V001,Kovacs Precision GmbH,2024-01-21,83.3,24240.3,22,30,-3.37,reliable,0
BID-RFQ-0010-V019,RFQ-0010,V019,Emerald Isle Castings Ltd,2024-01-22,90.45,26320.95,15,30,4.93,conservative,0
BID-RFQ-0011-V005,RFQ-0011,V005,Cerro Negro Metals SA,2024-03-02,14.37,2442.9,17,30,-12.49,aggressive_bidder,1
BID-RFQ-0011-V020,RFQ-0011,V020,Rajasthan Rare Earths Ltd,2024-03-01,16.45,2796.5,44,30,0.18,relationship_focused,1
BID-RFQ-0011-V008,RFQ-0011,V008,Delta Composites Inc.,2024-03-02,14.33,2436.1,36,30,-12.72,aggressive_bidder,1
BID-RFQ-0011-V014,RFQ-0011,V014,Coastal Alloys Pty Ltd,2024-03-04,14.91,2534.7,19,30,-9.22,relationship_focused,1
BID-RFQ-0011-V012,RFQ-0011,V012,Indra Copper Works,2024-03-03,15.68,2665.6,39,30,-4.5,reliable,1
BID-RFQ-0011-V015,RFQ-0011,V015,Nordic Steel AS,2024-03-04,15.58,2648.6,46,30,-5.14,reliable,1
BID-RFQ-0012-V018,RFQ-0012,V018,Guangzhou Mech & Elec Co.,2024-03-05,184.85,37339.7,54,30,7.6,aggressive_bidder,1
BID-RFQ-0012-V016,RFQ-0012,V016,Precision Arc Systems,2024-03-08,170.99,34539.98,25,30,-0.47,volatile,1
BID-RFQ-0012-V002,RFQ-0012,V002,Tanaka Electrical KK,2024-03-06,174.71,35291.42,49,30,1.7,conservative,1
BID-RFQ-0013-V001,RFQ-0013,V001,Kovacs Precision GmbH,2024-02-26,77.22,10115.82,36,30,-2.4,reliable,1
BID-RFQ-0013-V004,RFQ-0013,V004,Strömberg Hydraulics AB,2024-02-26,80.36,10527.16,13,30,1.58,reliable,1
BID-RFQ-0013-V019,RFQ-0013,V019,Emerald Isle Castings Ltd,2024-02-26,83.05,10879.55,41,30,4.98,conservative,1
BID-RFQ-0013-V009,RFQ-0013,V009,Fischer & Söhne KG,2024-02-27,74.23,9724.13,49,30,-6.17,relationship_focused,1
BID-RFQ-0013-V007,RFQ-0013,V007,Nakamura Tooling Co.,2024-02-27,80.22,10508.82,52,30,1.41,conservative,1
BID-RFQ-0013-V017,RFQ-0013,V017,Türk Makina A.Ş.,2024-02-28,65.0,8515.0,31,30,-17.84,aggressive_bidder,1
BID-RFQ-0014-V018,RFQ-0014,V018,Guangzhou Mech & Elec Co.,2024-02-27,133.71,53751.42,34,30,10.35,aggressive_bidder,1
BID-RFQ-0014-V016,RFQ-0014,V016,Precision Arc Systems,2024-03-01,105.75,42511.5,51,30,-12.72,volatile,1
BID-RFQ-0014-V006,RFQ-0014,V006,Bright Spark Electronics Ltd,2024-02-27,121.33,48774.66,44,30,0.13,volatile,1
BID-RFQ-0014-V011,RFQ-0014,V011,Solaris Power Components,2024-03-01,126.16,50716.32,28,30,4.12,volatile,1
BID-RFQ-0014-V013,RFQ-0014,V013,Vantage Sensors GmbH,2024-03-01,123.08,49478.16,16,30,1.58,conservative,1
BID-RFQ-0014-V002,RFQ-0014,V002,Tanaka Electrical KK,2024-02-28,123.58,49679.16,16,30,2.0,conservative,1
BID-RFQ-0015-V013,RFQ-0015,V013,Vantage Sensors GmbH,2024-03-07,305.26,36020.68,43,30,0.79,conservative,1
BID-RFQ-0015-V002,RFQ-0015,V002,Tanaka Electrical KK,2024-03-08,308.41,36392.38,10,30,1.83,conservative,1
BID-RFQ-0015-V011,RFQ-0015,V011,Solaris Power Components,2024-03-06,314.87,37154.66,22,30,3.97,volatile,1
BID-RFQ-0015-V018,RFQ-0015,V018,Guangzhou Mech & Elec Co.,2024-03-07,328.3,38739.4,48,30,8.4,aggressive_bidder,1
BID-RFQ-0015-V006,RFQ-0015,V006,Bright Spark Electronics Ltd,2024-03-08,303.37,35797.66,54,30,0.17,volatile,1
BID-RFQ-0015-V016,RFQ-0015,V016,Precision Arc Systems,2024-03-05,331.96,39171.28,54,30,9.61,volatile,1
BID-RFQ-0016-V013,RFQ-0016,V013,Vantage Sensors GmbH,2024-02-21,254.47,93136.02,13,30,0.79,conservative,1
BID-RFQ-0016-V011,RFQ-0016,V011,Solaris Power Components,2024-02-22,280.54,102677.64,51,30,11.11,volatile,1
BID-RFQ-0016-V016,RFQ-0016,V016,Precision Arc Systems,2024-02-20,228.44,83609.04,55,30,-9.52,volatile,1
BID-RFQ-0016-V002,RFQ-0016,V002,Tanaka Electrical KK,2024-02-23,269.46,98622.36,41,30,6.72,conservative,1
BID-RFQ-0016-V018,RFQ-0016,V018,Guangzhou Mech & Elec Co.,2024-02-21,269.37,98589.42,19,30,6.69,aggressive_bidder,1
BID-RFQ-0017-V005,RFQ-0017,V005,Cerro Negro Metals SA,2024-03-04,236.81,47362.0,37,30,-5.41,aggressive_bidder,1
BID-RFQ-0017-V015,RFQ-0017,V015,Nordic Steel AS,2024-03-07,233.35,46670.0,46,30,-6.79,reliable,1
BID-RFQ-0017-V008,RFQ-0017,V008,Delta Composites Inc.,2024-03-05,221.62,44324.0,15,30,-11.48,aggressive_bidder,1
BID-RFQ-0017-V012,RFQ-0017,V012,Indra Copper Works,2024-03-04,242.04,48408.0,52,30,-3.32,reliable,1
BID-RFQ-0017-V003,RFQ-0017,V003,Patel Alloys Pvt Ltd,2024-03-05,240.49,48098.0,41,30,-3.94,relationship_focused,1
BID-RFQ-0018-V017,RFQ-0018,V017,Türk Makina A.Ş.,2024-02-13,152.74,29020.6,41,30,-11.13,aggressive_bidder,1
BID-RFQ-0018-V009,RFQ-0018,V009,Fischer & Söhne KG,2024-02-11,163.08,30985.2,11,30,-5.11,relationship_focused,1
BID-RFQ-0018-V001,RFQ-0018,V001,Kovacs Precision GmbH,2024-02-14,167.39,31804.1,23,30,-2.6,reliable,1
BID-RFQ-0018-V019,RFQ-0018,V019,Emerald Isle Castings Ltd,2024-02-13,178.49,33913.1,14,30,3.86,conservative,1
BID-RFQ-0018-V004,RFQ-0018,V004,Strömberg Hydraulics AB,2024-02-13,168.2,31958.0,54,30,-2.13,reliable,1
BID-RFQ-0018-V010,RFQ-0018,V010,Adriatic Fastenings d.o.o.,2024-02-11,147.73,28068.7,49,30,-14.04,aggressive_bidder,1
BID-RFQ-0019-V006,RFQ-0019,V006,Bright Spark Electronics Ltd,2024-02-24,144.58,27181.04,31,30,-3.62,volatile,1
BID-RFQ-0019-V018,RFQ-0019,V018,Guangzhou Mech & Elec Co.,2024-02-26,167.58,31505.04,12,30,11.71,aggressive_bidder,1
BID-RFQ-0019-V011,RFQ-0019,V011,Solaris Power Components,2024-02-26,140.98,26504.24,38,30,-6.03,volatile,1
BID-RFQ-0019-V002,RFQ-0019,V002,Tanaka Electrical KK,2024-02-24,152.59,28686.92,15,30,1.71,conservative,1
BID-RFQ-0019-V013,RFQ-0019,V013,Vantage Sensors GmbH,2024-02-25,160.71,30213.48,36,30,7.13,conservative,1
BID-RFQ-0020-V002,RFQ-0020,V002,Tanaka Electrical KK,2024-03-04,157.25,56452.75,49,30,3.34,conservative,1
BID-RFQ-0020-V013,RFQ-0020,V013,Vantage Sensors GmbH,2024-03-03,150.28,53950.52,32,30,-1.24,conservative,1
BID-RFQ-0020-V016,RFQ-0020,V016,Precision Arc Systems,2024-03-04,156.62,56226.58,39,30,2.92,volatile,1
BID-RFQ-0020-V018,RFQ-0020,V018,Guangzhou Mech & Elec Co.,2024-03-02,173.0,62107.0,41,30,13.69,aggressive_bidder,1
BID-RFQ-0020-V006,RFQ-0020,V006,Bright Spark Electronics Ltd,2024-03-03,148.8,53419.2,31,30,-2.22,volatile,1
BID-RFQ-0020-V011,RFQ-0020,V011,Solaris Power Components,2024-03-02,151.88,54524.92,42,30,-0.19,volatile,1
BID-RFQ-0021-V007,RFQ-0021,V007,Nakamura Tooling Co.,2024-03-26,16.31,4485.25,30,30,1.07,conservative,2
BID-RFQ-0021-V010,RFQ-0021,V010,Adriatic Fastenings d.o.o.,2024-03-25,15.23,4188.25,14,30,-5.6,aggressive_bidder,2
BID-RFQ-0021-V019,RFQ-0021,V019,Emerald Isle Castings Ltd,2024-03-23,16.48,4532.0,21,30,2.13,conservative,2
BID-RFQ-0021-V017,RFQ-0021,V017,Türk Makina A.Ş.,2024-03-24,14.18,3899.5,22,30,-12.11,aggressive_bidder,2
BID-RFQ-0021-V009,RFQ-0021,V009,Fischer & Söhne KG,2024-03-23,15.7,4317.5,39,30,-2.66,relationship_focused,2
BID-RFQ-0021-V004,RFQ-0021,V004,Strömberg Hydraulics AB,2024-03-25,15.94,4383.5,46,30,-1.2,reliable,2
BID-RFQ-0022-V001,RFQ-0022,V001,Kovacs Precision GmbH,2024-04-09,408.18,111841.32,27,30,-0.25,reliable,2
BID-RFQ-0022-V019,RFQ-0022,V019,Emerald Isle Castings Ltd,2024-04-09,432.25,118436.5,47,30,5.63,conservative,2
BID-RFQ-0022-V017,RFQ-0022,V017,Türk Makina A.Ş.,2024-04-12,354.49,97130.26,12,30,-13.37,aggressive_bidder,2
BID-RFQ-0022-V009,RFQ-0022,V009,Fischer & Söhne KG,2024-04-12,372.54,102075.96,38,30,-8.96,relationship_focused,2
BID-RFQ-0022-V007,RFQ-0022,V007,Nakamura Tooling Co.,2024-04-09,417.97,114523.78,23,30,2.14,conservative,2
BID-RFQ-0022-V004,RFQ-0022,V004,Strömberg Hydraulics AB,2024-04-10,394.4,108065.6,20,30,-3.62,reliable,2
BID-RFQ-0023-V007,RFQ-0023,V007,Nakamura Tooling Co.,2024-04-08,149.4,44222.4,50,30,3.53,conservative,2
BID-RFQ-0023-V009,RFQ-0023,V009,Fischer & Söhne KG,2024-04-06,133.23,39436.08,54,30,-7.67,relationship_focused,2
BID-RFQ-0023-V019,RFQ-0023,V019,Emerald Isle Castings Ltd,2024-04-06,148.02,43813.92,13,30,2.58,conservative,2
BID-RFQ-0023-V017,RFQ-0023,V017,Türk Makina A.Ş.,2024-04-08,132.42,39196.32,45,30,-8.23,aggressive_bidder,2
BID-RFQ-0024-V007,RFQ-0024,V007,Nakamura Tooling Co.,2024-03-27,153.39,56447.52,24,30,6.68,conservative,2
BID-RFQ-0024-V004,RFQ-0024,V004,Strömberg Hydraulics AB,2024-03-28,134.24,49400.32,33,30,-6.64,reliable,2
BID-RFQ-0024-V009,RFQ-0024,V009,Fischer & Söhne KG,2024-03-26,142.99,52620.32,38,30,-0.55,relationship_focused,2
BID-RFQ-0024-V010,RFQ-0024,V010,Adriatic Fastenings d.o.o.,2024-03-28,126.93,46710.24,16,30,-11.72,aggressive_bidder,2
BID-RFQ-0025-V006,RFQ-0025,V006,Bright Spark Electronics Ltd,2024-04-03,104.46,31546.92,36,30,-2.99,volatile,2
BID-RFQ-0025-V011,RFQ-0025,V011,Solaris Power Components,2024-04-04,112.28,33908.56,43,30,4.27,volatile,2
BID-RFQ-0025-V016,RFQ-0025,V016,Precision Arc Systems,2024-04-02,90.3,27270.6,29,30,-16.14,volatile,2
BID-RFQ-0025-V013,RFQ-0025,V013,Vantage Sensors GmbH,2024-04-05,112.28,33908.56,19,30,4.28,conservative,2
BID-RFQ-0026-V013,RFQ-0026,V013,Vantage Sensors GmbH,2024-03-18,514.06,222587.98,21,30,8.29,conservative,2
BID-RFQ-0026-V002,RFQ-0026,V002,Tanaka Electrical KK,2024-03-19,491.88,212984.04,25,30,3.62,conservative,2
BID-RFQ-0026-V011,RFQ-0026,V011,Solaris Power Components,2024-03-19,463.97,200899.01,45,30,-2.26,volatile,2
BID-RFQ-0026-V018,RFQ-0026,V018,Guangzhou Mech & Elec Co.,2024-03-19,498.22,215729.26,44,30,4.95,aggressive_bidder,2
BID-RFQ-0026-V016,RFQ-0026,V016,Precision Arc Systems,2024-03-18,474.76,205571.08,19,30,0.01,volatile,2
BID-RFQ-0027-V017,RFQ-0027,V017,Türk Makina A.Ş.,2024-04-08,252.82,113010.54,31,30,-10.97,aggressive_bidder,2
BID-RFQ-0027-V019,RFQ-0027,V019,Emerald Isle Castings Ltd,2024-04-11,287.4,128467.8,35,30,1.21,conservative,2
BID-RFQ-0027-V001,RFQ-0027,V001,Kovacs Precision GmbH,2024-04-10,279.4,124891.8,27,30,-1.61,reliable,2
BID-RFQ-0027-V009,RFQ-0027,V009,Fischer & Söhne KG,2024-04-11,269.56,120493.32,42,30,-5.07,relationship_focused,2
BID-RFQ-0027-V010,RFQ-0027,V010,Adriatic Fastenings d.o.o.,2024-04-08,237.02,105947.94,19,30,-16.53,aggressive_bidder,2
BID-RFQ-0027-V007,RFQ-0027,V007,Nakamura Tooling Co.,2024-04-08,289.85,129562.95,45,30,2.07,conservative,2
BID-RFQ-0027-V004,RFQ-0027,V004,Strömberg Hydraulics AB,2024-04-08,269.77,120587.19,28,30,-5.0,reliable,2
BID-RFQ-0028-V013,RFQ-0028,V013,Vantage Sensors GmbH,2024-04-09,231.41,113390.9,15,30,1.7,conservative,2
BID-RFQ-0028-V018,RFQ-0028,V018,Guangzhou Mech & Elec Co.,2024-04-11,245.2,120148.0,22,30,7.76,aggressive_bidder,2
BID-RFQ-0028-V002,RFQ-0028,V002,Tanaka Electrical KK,2024-04-09,234.23,114772.7,24,30,2.94,conservative,2
BID-RFQ-0029-V005,RFQ-0029,V005,Cerro Negro Metals SA,2024-04-02,163.41,56376.45,51,30,-12.33,aggressive_bidder,2
BID-RFQ-0029-V015,RFQ-0029,V015,Nordic Steel AS,2024-04-02,178.5,61582.5,17,30,-4.24,reliable,2
BID-RFQ-0029-V008,RFQ-0029,V008,Delta Composites Inc.,2024-03-30,176.73,60971.85,26,30,-5.18,aggressive_bidder,2
BID-RFQ-0029-V012,RFQ-0029,V012,Indra Copper Works,2024-04-02,180.25,62186.25,19,30,-3.3,reliable,2
BID-RFQ-0029-V003,RFQ-0029,V003,Patel Alloys Pvt Ltd,2024-03-31,182.88,63093.6,36,30,-1.88,relationship_focused,2
BID-RFQ-0029-V014,RFQ-0029,V014,Coastal Alloys Pty Ltd,2024-04-01,179.18,61817.1,16,30,-3.87,relationship_focused,2
BID-RFQ-0030-V004,RFQ-0030,V004,Strömberg Hydraulics AB,2024-03-20,81.24,24778.2,19,30,-7.82,reliable,2
BID-RFQ-0030-V007,RFQ-0030,V007,Nakamura Tooling Co.,2024-03-21,90.7,27663.5,16,30,2.92,conservative,2
BID-RFQ-0030-V001,RFQ-0030,V001,Kovacs Precision GmbH,2024-03-22,85.83,26178.15,36,30,-2.62,reliable,2
BID-RFQ-0030-V017,RFQ-0030,V017,Türk Makina A.Ş.,2024-03-21,80.22,24467.1,38,30,-8.98,aggressive_bidder,2
BID-RFQ-0031-V011,RFQ-0031,V011,Solaris Power Components,2024-05-08,14.71,3353.88,23,30,-5.38,volatile,3
BID-RFQ-0031-V018,RFQ-0031,V018,Guangzhou Mech & Elec Co.,2024-05-09,16.95,3864.6,22,30,9.01,aggressive_bidder,3
BID-RFQ-0031-V016,RFQ-0031,V016,Precision Arc Systems,2024-05-09,15.89,3622.92,14,30,2.2,volatile,3
BID-RFQ-0031-V013,RFQ-0031,V013,Vantage Sensors GmbH,2024-05-08,15.76,3593.28,21,30,1.33,conservative,3
BID-RFQ-0031-V006,RFQ-0031,V006,Bright Spark Electronics Ltd,2024-05-07,14.74,3360.72,20,30,-5.22,volatile,3
BID-RFQ-0032-V009,RFQ-0032,V009,Fischer & Söhne KG,2024-05-14,159.71,33379.39,55,30,0.41,relationship_focused,3
BID-RFQ-0032-V001,RFQ-0032,V001,Kovacs Precision GmbH,2024-05-14,159.0,33231.0,42,30,-0.03,reliable,3
BID-RFQ-0032-V019,RFQ-0032,V019,Emerald Isle Castings Ltd,2024-05-13,159.85,33408.65,34,30,0.5,conservative,3
BID-RFQ-0032-V004,RFQ-0032,V004,Strömberg Hydraulics AB,2024-05-15,160.96,33640.64,43,30,1.2,reliable,3
BID-RFQ-0032-V017,RFQ-0032,V017,Türk Makina A.Ş.,2024-05-15,139.03,29057.27,15,30,-12.59,aggressive_bidder,3
BID-RFQ-0032-V007,RFQ-0032,V007,Nakamura Tooling Co.,2024-05-12,157.89,32999.01,24,30,-0.73,conservative,3
BID-RFQ-0033-V006,RFQ-0033,V006,Bright Spark Electronics Ltd,2024-04-17,138.46,8307.6,21,30,-13.97,volatile,3
BID-RFQ-0033-V018,RFQ-0033,V018,Guangzhou Mech & Elec Co.,2024-04-16,186.39,11183.4,35,30,15.8,aggressive_bidder,3
BID-RFQ-0033-V013,RFQ-0033,V013,Vantage Sensors GmbH,2024-04-16,167.18,10030.8,17,30,3.87,conservative,3
BID-RFQ-0034-V001,RFQ-0034,V001,Kovacs Precision GmbH,2024-05-03,104.69,14237.84,41,30,-6.45,reliable,3
BID-RFQ-0034-V007,RFQ-0034,V007,Nakamura Tooling Co.,2024-05-05,114.23,15535.28,50,30,2.07,conservative,3
BID-RFQ-0034-V009,RFQ-0034,V009,Fischer & Söhne KG,2024-05-06,103.61,14090.96,21,30,-7.42,relationship_focused,3
BID-RFQ-0034-V019,RFQ-0034,V019,Emerald Isle Castings Ltd,2024-05-06,116.21,15804.56,52,30,3.84,conservative,3
BID-RFQ-0034-V004,RFQ-0034,V004,Strömberg Hydraulics AB,2024-05-04,113.02,15370.72,44,30,0.99,reliable,3
BID-RFQ-0034-V010,RFQ-0034,V010,Adriatic Fastenings d.o.o.,2024-05-03,99.9,13586.4,38,30,-10.73,aggressive_bidder,3
BID-RFQ-0035-V007,RFQ-0035,V007,Nakamura Tooling Co.,2024-04-27,342.28,115690.64,37,30,2.41,conservative,3
BID-RFQ-0035-V019,RFQ-0035,V019,Emerald Isle Castings Ltd,2024-04-27,347.59,117485.42,52,30,4.0,conservative,3
BID-RFQ-0035-V017,RFQ-0035,V017,Türk Makina A.Ş.,2024-04-27,306.42,103569.96,26,30,-8.32,aggressive_bidder,3
BID-RFQ-0035-V010,RFQ-0035,V010,Adriatic Fastenings d.o.o.,2024-04-28,289.26,97769.88,30,30,-13.45,aggressive_bidder,3
BID-RFQ-0035-V009,RFQ-0035,V009,Fischer & Söhne KG,2024-04-30,318.94,107801.72,50,30,-4.57,relationship_focused,3
BID-RFQ-0035-V001,RFQ-0035,V001,Kovacs Precision GmbH,2024-04-30,314.02,106138.76,52,30,-6.04,reliable,3
BID-RFQ-0035-V004,RFQ-0035,V004,Strömberg Hydraulics AB,2024-04-28,316.73,107054.74,17,30,-5.23,reliable,3
BID-RFQ-0036-V006,RFQ-0036,V006,Bright Spark Electronics Ltd,2024-04-22,80.52,13849.44,11,30,-10.32,volatile,3
BID-RFQ-0036-V011,RFQ-0036,V011,Solaris Power Components,2024-04-21,82.74,14231.28,16,30,-7.85,volatile,3
BID-RFQ-0036-V016,RFQ-0036,V016,Precision Arc Systems,2024-04-22,88.55,15230.6,33,30,-1.38,volatile,3
BID-RFQ-0036-V002,RFQ-0036,V002,Tanaka Electrical KK,2024-04-23,95.49,16424.28,28,30,6.35,conservative,3
BID-RFQ-0036-V013,RFQ-0036,V013,Vantage Sensors GmbH,2024-04-24,93.95,16159.4,55,30,4.64,conservative,3
BID-RFQ-0036-V018,RFQ-0036,V018,Guangzhou Mech & Elec Co.,2024-04-23,97.79,16819.88,32,30,8.91,aggressive_bidder,3
BID-RFQ-0037-V011,RFQ-0037,V011,Solaris Power Components,2024-05-06,665.42,91162.54,26,30,-5.33,volatile,3
BID-RFQ-0037-V018,RFQ-0037,V018,Guangzhou Mech & Elec Co.,2024-05-08,818.31,112108.47,46,30,16.43,aggressive_bidder,3
BID-RFQ-0037-V002,RFQ-0037,V002,Tanaka Electrical KK,2024-05-06,728.07,99745.59,46,30,3.59,conservative,3
BID-RFQ-0037-V013,RFQ-0037,V013,Vantage Sensors GmbH,2024-05-07,722.99,99049.63,37,30,2.87,conservative,3
BID-RFQ-0037-V016,RFQ-0037,V016,Precision Arc Systems,2024-05-08,718.65,98455.05,26,30,2.25,volatile,3
BID-RFQ-0037-V006,RFQ-0037,V006,Bright Spark Electronics Ltd,2024-05-06,744.92,102054.04,41,30,5.99,volatile,3
BID-RFQ-0038-V018,RFQ-0038,V018,Guangzhou Mech & Elec Co.,2024-05-11,54.99,10063.17,27,30,18.14,aggressive_bidder,3
BID-RFQ-0038-V013,RFQ-0038,V013,Vantage Sensors GmbH,2024-05-13,48.68,8908.44,13,30,4.59,conservative,3
BID-RFQ-0038-V016,RFQ-0038,V016,Precision Arc Systems,2024-05-11,43.55,7969.65,52,30,-6.43,volatile,3
