delivery_id,po_id,vendor_id,promised_date,actual_date,days_late,on_time,condition,quality_issue,invoice_value_usd,month_index
DEL-PO-RFQ-0062-V019,PO-RFQ-0062-V019,V019,2024-07-14,2024-07-14,0,True,accepted,False,10990.55,6
DEL-PO-RFQ-0063-V006,PO-RFQ-0063-V006,V006,2024-07-24,2024-07-24,0,True,accepted,False,161939.08,6
DEL-PO-RFQ-0064-V021,PO-RFQ-0064-V021,V021,2024-07-27,2024-07-27,0,True,accepted,False,5770.44,6
DEL-PO-RFQ-0065-V009,PO-RFQ-0065-V009,V009,2024-07-30,2024-07-30,0,True,accepted,False,40893.49,6
DEL-PO-RFQ-0066-V016,PO-RFQ-0066-V016,V016,2024-07-27,2024-07-27,0,True,accepted_with_note,True,141660.38,6
DEL-PO-RFQ-0067-V006,PO-RFQ-0067-V006,V006,2024-07-19,2024-07-19,0,True,accepted,False,32387.7,6
DEL-PO-RFQ-0068-V016,PO-RFQ-0068-V016,V016,2024-07-20,2024-07-24,4,False,accepted,False,68214.63,6
DEL-PO-RFQ-0069-V021,PO-RFQ-0069-V021,V021,2024-07-21,2024-07-21,0,True,accepted_with_note,False,6259.37,6
DEL-PO-RFQ-0070-V012,PO-RFQ-0070-V012,V012,2024-07-23,2024-07-23,0,True,accepted,False,11752.84,6
DEL-PO-RFQ-0071-V022,PO-RFQ-0071-V022,V022,2024-08-26,2024-09-04,9,False,accepted,False,28087.94,7
DEL-PO-RFQ-0072-V015,PO-RFQ-0072-V015,V015,2024-08-25,2024-08-25,0,True,accepted,False,68340.07,7
DEL-PO-RFQ-0073-V013,PO-RFQ-0073-V013,V013,2024-08-25,2024-08-25,0,True,accepted,False,55490.42,7
DEL-PO-RFQ-0074-V002,PO-RFQ-0074-V002,V002,2024-09-01,2024-09-01,0,True,accepted,False,7174.52,7
DEL-PO-RFQ-0075-V021,PO-RFQ-0075-V021,V021,2024-08-19,2024-08-19,0,True,accepted,False,26308.5,7
DEL-PO-RFQ-0076-V011,PO-RFQ-0076-V011,V011,2024-08-18,2024-08-18,0,True,accepted,False,261488.15,7
DEL-PO-RFQ-0077-V013,PO-RFQ-0077-V013,V013,2024-08-18,2024-08-18,0,True,accepted,False,75029.8,7
DEL-PO-RFQ-0078-V023,PO-RFQ-0078-V023,V023,2024-09-03,2024-09-03,0,True,accepted,False,82004.35,7
DEL-PO-RFQ-0079-V013,PO-RFQ-0079-V013,V013,2024-08-26,2024-08-26,0,True,accepted,False,15885.68,7
DEL-PO-RFQ-0080-V010,PO-RFQ-0080-V010,V010,2024-08-24,2024-08-24,0,True,accepted,False,3924.27,7
DEL-PO-RFQ-0081-V010,PO-RFQ-0081-V010,V010,2024-08-14,2024-08-14,0,True,accepted,False,36375.32,7
DEL-PO-RFQ-0082-V020,PO-RFQ-0082-V020,V020,2024-09-14,2024-09-14,0,True,accepted,False,2949.83,8
DEL-PO-RFQ-0083-V011,PO-RFQ-0083-V011,V011,2024-09-16,2024-09-16,0,True,accepted,False,199670.22,8
DEL-PO-RFQ-0084-V013,PO-RFQ-0084-V013,V013,2024-09-19,2024-09-19,0,True,accepted,False,158557.08,8
DEL-PO-RFQ-0085-V014,PO-RFQ-0085-V014,V014,2024-09-28,2024-09-28,0,True,accepted,False,91320.08,8
DEL-PO-RFQ-0086-V004,PO-RFQ-0086-V004,V004,2024-09-29,2024-09-29,0,True,accepted,False,4936.61,8
DEL-PO-RFQ-0087-V007,PO-RFQ-0087-V007,V007,2024-09-12,2024-09-12,0,True,accepted,False,10215.12,8
DEL-PO-RFQ-0088-V008,PO-RFQ-0088-V008,V008,2024-09-24,2024-09-24,0,True,accepted,False,61840.57,8
DEL-PO-RFQ-0089-V020,PO-RFQ-0089-V020,V020,2024-09-24,2024-09-24,0,True,accepted,False,61243.52,8
DEL-PO-RFQ-0090-V015,PO-RFQ-0090-V015,V015,2024-09-27,2024-09-27,0,True,accepted,False,1028.1,8
DEL-PO-RFQ-0091-V002,PO-RFQ-0091-V002,V002,2024-09-18,2024-09-18,0,True,accepted,False,107251.64,8
DEL-PO-RFQ-0092-V019,PO-RFQ-0092-V019,V019,2024-10-01,2024-10-01,0,True,accepted_with_note,False,74743.13,8
DEL-PO-RFQ-0093-V012,PO-RFQ-0093-V012,V012,2024-10-26,2024-10-26,0,True,accepted,False,38072.39,9
DEL-PO-RFQ-0094-V012,PO-RFQ-0094-V012,V012,2024-10-20,2024-10-20,0,True,accepted,False,9416.25,9
DEL-PO-RFQ-0095-V021,PO-RFQ-0095-V021,V021,2024-10-14,2024-10-14,0,True,accepted,False,145898.0,9
DEL-PO-RFQ-0096-V022,PO-RFQ-0096-V022,V022,2024-10-22,2024-10-22,0,True,accepted,False,113795.28,9
DEL-PO-RFQ-0097-V009,PO-RFQ-0097-V009,V009,2024-10-16,2024-10-16,0,True,accepted,False,31323.01,9
DEL-PO-RFQ-0098-V006,PO-RFQ-0098-V006,V006,2024-10-26,2024-10-26,0,True,accepted_with_note,False,46257.95,9
DEL-PO-RFQ-0099-V006,PO-RFQ-0099-V006,V006,2024-10-16,2024-10-26,10,False,accepted_with_note,False,63651.12,9
DEL-PO-RFQ-0100-V014,PO-RFQ-0100-V014,V014,2024-10-21,2024-10-21,0,True,accepted,False,52751.71,9
DEL-PO-RFQ-0101-V022,PO-RFQ-0101-V022,V022,2024-10-19,2024-10-19,0,True,accepted,False,42570.92,9
DEL-PO-RFQ-0102-V001,PO-RFQ-0102-V001,V001,2024-10-20,2024-10-20,0,True,accepted,False,112901.59,9
DEL-PO-RFQ-0103-V005,PO-RFQ-0103-V005,V005,2024-10-22,2024-10-22,0,True,accepted,False,10683.73,9
DEL-PO-RFQ-0104-V004,PO-RFQ-0104-V004,V004,2024-11-28,2024-11-28,0,True,accepted_with_note,False,7855.58,10
DEL-PO-RFQ-0105-V013,PO-RFQ-0105-V013,V013,2024-11-10,2024-11-10,0,True,rejected,False,102617.68,10
DEL-PO-RFQ-0106-V019,PO-RFQ-0106-V019,V019,2024-11-10,2024-11-10,0,True,accepted,False,1078.45,10
DEL-PO-RFQ-0107-V004,PO-RFQ-0107-V004,V004,2024-11-13,2024-11-13,0,True,accepted,False,2539.52,10
DEL-PO-RFQ-0108-V020,PO-RFQ-0108-V020,V020,2024-11-18,2024-11-18,0,True,accepted,False,44344.64,10
DEL-PO-RFQ-0109-V013,PO-RFQ-0109-V013,V013,2024-11-11,2024-11-11,0,True,accepted_with_note,False,17747.98,10
DEL-PO-RFQ-0110-V013,PO-RFQ-0110-V013,V013,2024-12-03,2024-12-03,0,True,accepted,False,5805.68,10
DEL-PO-RFQ-0111-V003,PO-RFQ-0111-V003,V003,2024-11-20,2024-11-20,0,True,accepted,False,1618.05,10
DEL-PO-RFQ-0112-V020,PO-RFQ-0112-V020,V020,2024-12-03,2024-12-03,0,True,accepted_with_note,False,91221.52,10
DEL-PO-RFQ-0113-V006,PO-RFQ-0113-V006,V006,2024-11-14,2024-11-14,0,True,accepted,False,77739.14,10
DEL-PO-RFQ-0114-V002,PO-RFQ-0114-V002,V002,2024-11-18,2024-11-18,0,True,accepted_with_note,False,78511.65,10
DEL-PO-RFQ-0115-V008,PO-RFQ-0115-V008,V008,2024-11-21,2024-11-21,0,True,accepted_with_note,False,84600.99,10
DEL-PO-RFQ-0116-V009,PO-RFQ-0116-V009,V009,2024-12-21,2024-12-21,0,True,accepted,False,35010.86,11
DEL-PO-RFQ-0117-V006,PO-RFQ-0117-V006,V006,2024-12-17,2024-12-17,0,True,accepted,False,143782.1,11
DEL-PO-RFQ-0118-V006,PO-RFQ-0118-V006,V006,2024-12-22,2024-12-22,0,True,accepted_with_note,False,63423.51,11
DEL-PO-RFQ-0119-V002,PO-RFQ-0119-V002,V002,2024-12-14,2024-12-14,0,True,accepted,False,195493.99,11
DEL-PO-RFQ-0120-V004,PO-RFQ-0120-V004,V004,2024-12-15,2024-12-15,0,True,accepted,False,34017.42,11
DEL-PO-RFQ-0121-V002,PO-RFQ-0121-V002,V002,2024-12-22,2024-12-22,0,True,accepted,False,150864.48,11
DEL-PO-RFQ-0122-V016,PO-RFQ-0122-V016,V016,2025-01-02,2025-01-02,0,True,accepted,True,128075.86,11
DEL-PO-RFQ-0123-V021,PO-RFQ-0123-V021,V021,2024-12-13,2024-12-13,0,True,accepted,True,69812.46,11
DEL-PO-RFQ-0124-V023,PO-RFQ-0124-V023,V023,2024-12-16,2024-12-16,0,True,accepted,False,8161.26,11
DEL-PO-RFQ-0125-V013,PO-RFQ-0125-V013,V013,2025-01-01,2025-01-01,0,True,rejected,False,79755.81,11
DEL-PO-RFQ-0126-V016,PO-RFQ-0126-V016,V016,2024-12-18,2024-12-18,0,True,accepted,False,35022.13,11
DEL-PO-RFQ-0127-V011,PO-RFQ-0127-V011,V011,2025-01-04,2025-01-04,0,True,accepted,False,104840.38,11
DEL-PO-RFQ-0128-V021,PO-RFQ-0128-V021,V021,2024-12-23,2024-12-23,0,True,accepted,False,13750.88,11
DEL-PO-RFQ-0129-V019,PO-RFQ-0129-V019,V019,2025-01-28,2025-01-28,0,True,accepted,False,96082.05,12
DEL-PO-RFQ-0130-V009,PO-RFQ-0130-V009,V009,2025-01-16,2025-01-16,0,True,accepted,False,50380.97,12
DEL-PO-RFQ-0131-V002,PO-RFQ-0131-V002,V002,2025-01-09,2025-01-09,0,True,accepted,False,73431.73,12
DEL-PO-RFQ-0132-V021,PO-RFQ-0132-V021,V021,2025-01-13,2025-01-13,0,True,accepted,False,162648.2,12
DEL-PO-RFQ-0133-V013,PO-RFQ-0133-V013,V013,2025-01-20,2025-01-20,0,True,accepted,False,163084.53,12
DEL-PO-RFQ-0134-V017,PO-RFQ-0134-V017,V017,2025-01-18,2025-01-18,0,True,accepted,False,43794.12,12
DEL-PO-RFQ-0135-V016,PO-RFQ-0135-V016,V016,2025-01-22,2025-01-22,0,True,accepted,False,136625.88,12
DEL-PO-RFQ-0136-V020,PO-RFQ-0136-V020,V020,2025-01-14,2025-01-14,0,True,accepted,False,80654.97,12
DEL-PO-RFQ-0137-V006,PO-RFQ-0137-V006,V006,2025-01-20,2025-01-20,0,True,accepted,False,138879.67,12
DEL-PO-RFQ-0138-V020,PO-RFQ-0138-V020,V020,2025-01-13,2025-01-13,0,True,accepted,False,43619.07,12
DEL-PO-RFQ-0139-V002,PO-RFQ-0139-V002,V002,2025-01-13,2025-01-13,0,True,accepted,False,6934.04,12
DEL-PO-RFQ-0140-V016,PO-RFQ-0140-V016,V016,2025-01-17,2025-01-17,0,True,accepted_with_note,False,26160.55,12
DEL-PO-RFQ-0141-V013,PO-RFQ-0141-V013,V013,2025-01-13,2025-01-13,0,True,accepted,False,1606.41,12
DEL-PO-RFQ-0142-V017,PO-RFQ-0142-V017,V017,2025-01-14,2025-01-31,17,False,accepted,False,19540.36,12
DEL-PO-RFQ-0143-V013,PO-RFQ-0143-V013,V013,2025-02-09,2025-02-09,0,True,accepted,False,181013.0,13
DEL-PO-RFQ-0144-V011,PO-RFQ-0144-V011,V011,2025-03-05,2025-03-05,0,True,accepted,False,35917.16,13
DEL-PO-RFQ-0145-V022,PO-RFQ-0145-V022,V022,2025-02-15,2025-02-15,0,True,accepted,False,20709.02,13
DEL-PO-RFQ-0146-V021,PO-RFQ-0146-V021,V021,2025-03-04,2025-03-04,0,True,accepted,False,145981.62,13
DEL-PO-RFQ-0147-V021,PO-RFQ-0147-V021,V021,2025-02-15,2025-02-15,0,True,accepted,False,30248.77,13
DEL-PO-RFQ-0148-V006,PO-RFQ-0148-V006,V006,2025-03-03,2025-03-03,0,True,accepted,False,120326.23,13
DEL-PO-RFQ-0149-V002,PO-RFQ-0149-V002,V002,2025-03-06,2025-03-06,0,True,accepted,False,8537.78,13
DEL-PO-RFQ-0150-V016,PO-RFQ-0150-V016,V016,2025-02-10,2025-02-10,0,True,accepted,False,57613.16,13
DEL-PO-RFQ-0151-V006,PO-RFQ-0151-V006,V006,2025-03-03,2025-03-03,0,True,accepted,False,41881.92,13
DEL-PO-RFQ-0152-V001,PO-RFQ-0152-V001,V001,2025-02-22,2025-02-22,0,True,accepted,False,8412.56,13
DEL-PO-RFQ-0153-V002,PO-RFQ-0153-V002,V002,2025-03-27,2025-03-27,0,True,accepted,False,151636.07,14
DEL-PO-RFQ-0154-V016,PO-RFQ-0154-V016,V016,2025-03-16,2025-03-16,0,True,rejected,False,3269.84,14
DEL-PO-RFQ-0155-V002,PO-RFQ-0155-V002,V002,2025-04-13,2025-04-13,0,True,accepted,False,42254.14,14
DEL-PO-RFQ-0156-V004,PO-RFQ-0156-V004,V004,2025-03-09,2025-03-09,0,True,accepted,False,199389.33,14
DEL-PO-RFQ-0157-V006,PO-RFQ-0157-V006,V006,2025-03-24,2025-03-24,0,True,accepted,False,17418.22,14
DEL-PO-RFQ-0158-V017,PO-RFQ-0158-V017,V017,2025-03-19,2025-03-19,0,True,accepted,False,66870.14,14
DEL-PO-RFQ-0159-V009,PO-RFQ-0159-V009,V009,2025-04-03,2025-04-03,0,True,accepted,False,19233.3,14
DEL-PO-RFQ-0160-V015,PO-RFQ-0160-V015,V015,2025-03-28,2025-03-28,0,True,accepted_with_note,False,43878.5,14
DEL-PO-RFQ-0161-V006,PO-RFQ-0161-V006,V006,2025-03-17,2025-03-17,0,True,accepted,False,132978.48,14
DEL-PO-RFQ-0162-V011,PO-RFQ-0162-V011,V011,2025-03-20,2025-03-31,11,False,accepted,False,161159.41,14
DEL-PO-RFQ-0163-V009,PO-RFQ-0163-V009,V009,2025-03-27,2025-03-27,0,True,accepted,False,54109.43,14
DEL-PO-RFQ-0164-V002,PO-RFQ-0164-V002,V002,2025-05-18,2025-05-18,0,True,rejected,False,141216.06,15
DEL-PO-RFQ-0165-V013,PO-RFQ-0165-V013,V013,2025-05-15,2025-05-15,0,True,rejected,False,104582.3,15
DEL-PO-RFQ-0166-V006,PO-RFQ-0166-V006,V006,2025-04-16,2025-04-16,0,True,accepted,False,15975.59,15
DEL-PO-RFQ-0167-V006,PO-RFQ-0167-V006,V006,2025-04-14,2025-04-14,0,True,accepted,False,30599.7,15
DEL-PO-RFQ-0168-V013,PO-RFQ-0168-V013,V013,2025-04-25,2025-04-25,0,True,accepted,False,84147.82,15
DEL-PO-RFQ-0169-V006,PO-RFQ-0169-V006,V006,2025-04-18,2025-04-18,0,True,accepted,False,63487.65,15
DEL-PO-RFQ-0170-V007,PO-RFQ-0170-V007,V007,2025-04-24,2025-04-24,0,True,accepted,False,50443.3,15
DEL-PO-RFQ-0171-V010,PO-RFQ-0171-V010,V010,2025-04-21,2025-04-21,0,True,rejected,True,16476.04,15
DEL-PO-RFQ-0172-V011,PO-RFQ-0172-V011,V011,2025-04-10,2025-04-10,0,True,accepted,False,177002.36,15
DEL-PO-RFQ-0173-V013,PO-RFQ-0173-V013,V013,2025-04-27,2025-04-27,0,True,accepted,False,163714.37,15
DEL-PO-RFQ-0174-V021,PO-RFQ-0174-V021,V021,2025-05-06,2025-05-06,0,True,rejected,False,121580.54,15
DEL-PO-RFQ-0175-V024,PO-RFQ-0175-V024,V024,2025-04-11,2025-04-11,0,True,accepted,True,71149.7,15
DEL-PO-RFQ-0176-V016,PO-RFQ-0176-V016,V016,2025-05-16,2025-05-16,0,True,accepted,False,53978.7,16
DEL-PO-RFQ-0177-V013,PO-RFQ-0177-V013,V013,2025-05-31,2025-05-31,0,True,accepted,False,24853.08,16
DEL-PO-RFQ-0178-V013,PO-RFQ-0178-V013,V013,2025-05-17,2025-05-17,0,True,accepted,False,39612.22,16
DEL-PO-RFQ-0179-V001,PO-RFQ-0179-V001,V001,2025-05-11,2025-05-11,0,True,accepted,False,56131.78,16
DEL-PO-RFQ-0180-V002,PO-RFQ-0180-V002,V002,2025-05-25,2025-05-25,0,True,rejected,False,47777.62,16
DEL-PO-RFQ-0181-V011,PO-RFQ-0181-V011,V011,2025-05-16,2025-05-23,7,False,accepted,False,22936.33,16
DEL-PO-RFQ-0182-V019,PO-RFQ-0182-V019,V019,2025-05-26,2025-05-26,0,True,accepted,False,17187.28,16
DEL-PO-RFQ-0183-V006,PO-RFQ-0183-V006,V006,2025-06-02,2025-06-23,21,False,accepted,False,31948.6,16
DEL-PO-RFQ-0184-V007,PO-RFQ-0184-V007,V007,2025-05-17,2025-05-17,0,True,accepted,False,60750.63,16
DEL-PO-RFQ-0185-V002,PO-RFQ-0185-V002,V002,2025-05-19,2025-05-19,0,True,accepted,False,57542.01,16
DEL-PO-RFQ-0186-V005,PO-RFQ-0186-V005,V005,2025-05-18,2025-05-18,0,True,rejected,False,33816.66,16
DEL-PO-RFQ-0187-V005,PO-RFQ-0187-V005,V005,2025-05-20,2025-05-20,0,True,accepted,False,13509.61,16
DEL-PO-RFQ-0188-V001,PO-RFQ-0188-V001,V001,2025-05-19,2025-05-19,0,True,accepted_with_note,False,32841.89,16
DEL-PO-RFQ-0189-V004,PO-RFQ-0189-V004,V004,2025-06-12,2025-06-12,0,True,accepted,False,17799.56,17
DEL-PO-RFQ-0190-V006,PO-RFQ-0190-V006,V006,2025-06-12,2025-07-03,21,False,accepted,False,175487.06,17
DEL-PO-RFQ-0191-V011,PO-RFQ-0191-V011,V011,2025-06-19,2025-07-03,14,False,accepted,False,112542.06,17
DEL-PO-RFQ-0192-V006,PO-RFQ-0192-V006,V006,2025-06-15,2025-06-15,0,True,accepted,False,88757.47,17
DEL-PO-RFQ-0193-V008,PO-RFQ-0193-V008,V008,2025-06-13,2025-06-13,0,True,accepted,False,44747.43,17
DEL-PO-RFQ-0194-V009,PO-RFQ-0194-V009,V009,2025-06-09,2025-06-09,0,True,accepted,False,48208.34,17
DEL-PO-RFQ-0195-V004,PO-RFQ-0195-V004,V004,2025-06-16,2025-06-16,0,True,accepted_with_note,True,35663.51,17
DEL-PO-RFQ-0196-V013,PO-RFQ-0196-V013,V013,2025-06-30,2025-06-30,0,True,accepted,False,1988.73,17
DEL-PO-RFQ-0197-V013,PO-RFQ-0197-V013,V013,2025-07-12,2025-07-12,0,True,accepted,False,68395.68,17
DEL-PO-RFQ-0198-V004,PO-RFQ-0198-V004,V004,2025-06-11,2025-06-11,0,True,accepted,False,19307.01,17
DEL-PO-RFQ-0199-V001,PO-RFQ-0199-V001,V001,2025-06-17,2025-06-17,0,True,accepted_with_note,False,13252.23,17
DEL-PO-RFQ-0200-V013,PO-RFQ-0200-V013,V013,2025-06-13,2025-06-13,0,True,accepted,False,60627.24,17
DEL-PO-RFQ-0201-V017,PO-RFQ-0201-V017,V017,2025-06-10,2025-06-10,0,True,rejected,False,22161.38,17
DEL-PO-RFQ-0202-V002,PO-RFQ-0202-V002,V002,2025-06-19,2025-06-19,0,True,accepted,False,18370.81,17
